address_id,address,district,city_id,postal_code,phone,last_update
308,687 Alessandria Parkway,Sanaa,455,57587,407218522294.0,2006-02-15 09:45:30
309,827 Yuncheng Drive,Callao,99,79047,504434452842.0,2006-02-15 09:45:30
310,913 Coacalco de Berriozbal Loop,Texas,33,42141,262088367001.0,2006-02-15 09:45:30
311,715 So Bernardo do Campo Lane,Kedah,507,84804,181179321332.0,2006-02-15 09:45:30
312,1354 Siegen Street,Rio de Janeiro,25,80184,573441801529.0,2006-02-15 09:45:30
313,1191 Sungai Petani Boulevard,Missouri,262,9668,983259819766.0,2006-02-15 09:45:30
314,1224 Huejutla de Reyes Boulevard,Lombardia,91,70923,806016930576.0,2006-02-15 09:45:30
315,543 Bergamo Avenue,Minas Gerais,215,59686,103602195112.0,2006-02-15 09:45:30
316,746 Joliet Lane,Kursk,286,94878,688485191923.0,2006-02-15 09:45:30
317,780 Kimberley Way,Tabuk,515,17032,824396883951.0,2006-02-15 09:45:30
318,1774 Yaound Place,Hubei,166,91400,613124286867.0,2006-02-15 09:45:30
319,1957 Yantai Lane,So Paulo,490,59255,704948322302.0,2006-02-15 09:45:30
320,1542 Lubumbashi Boulevard,Tel Aviv,57,62472,508800331065.0,2006-02-15 09:45:30
321,651 Pathankot Loop,Maharashtra,336,59811,139378397418.0,2006-02-15 09:45:30
322,1359 Zhoushan Parkway,Streymoyar,545,29763,46568045367.0,2006-02-15 09:45:30
323,1769 Iwaki Lane,Kujawsko-Pomorskie,97,25787,556100547674.0,2006-02-15 09:45:30
324,1145 Vilnius Manor,Mxico,451,73170,674805712553.0,2006-02-15 09:45:30
325,1892 Nabereznyje Telny Lane,Tutuila,516,28396,478229987054.0,2006-02-15 09:45:30
326,470 Boksburg Street,Central,81,97960,908029859266.0,2006-02-15 09:45:30
327,1427 A Corua (La Corua) Place,Buenos Aires,45,85799,972574862516.0,2006-02-15 09:45:30
328,479 San Felipe del Progreso Avenue,Morelos,130,54949,869051782691.0,2006-02-15 09:45:30
329,867 Benin City Avenue,Henan,591,78543,168884817145.0,2006-02-15 09:45:30
330,981 Kumbakonam Place,Distrito Federal,89,87611,829116184079.0,2006-02-15 09:45:30
331,1016 Iwakuni Street,St George,269,49833,961370847344.0,2006-02-15 09:45:30
332,663 Baha Blanca Parkway,Adana,5,33463,834418779292.0,2006-02-15 09:45:30
333,1860 Taguig Loop,West Java,119,59550,38158430589.0,2006-02-15 09:45:30
334,1816 Bydgoszcz Loop,Dhaka,234,64308,965273813662.0,2006-02-15 09:45:30
335,587 Benguela Manor,Illinois,42,91590,165450987037.0,2006-02-15 09:45:30
336,430 Kumbakonam Drive,Santa F,457,28814,105470691550.0,2006-02-15 09:45:30
337,1838 Tabriz Lane,Dhaka,143,1195,38988715447.0,2006-02-15 09:45:30
338,431 Szkesfehrvr Avenue,Baki,48,57828,119501405123.0,2006-02-15 09:45:30
339,503 Sogamoso Loop,Sumqayit,505,49812,834626715837.0,2006-02-15 09:45:30
340,507 Smolensk Loop,Sousse,492,22971,80303246192.0,2006-02-15 09:45:30
341,1920 Weifang Avenue,Uttar Pradesh,427,15643,869507847714.0,2006-02-15 09:45:30
342,124 al-Manama Way,Hiroshima,382,52368,647899404952.0,2006-02-15 09:45:30
343,1443 Mardan Street,Western Cape,392,31483,231383037471.0,2006-02-15 09:45:30
344,1909 Benguela Lane,Henan,581,19913,624138001031.0,2006-02-15 09:45:30
345,68 Ponce Parkway,Hanoi,201,85926,870635127812.0,2006-02-15 09:45:30
346,1217 Konotop Avenue,Gelderland,151,504,718917251754.0,2006-02-15 09:45:30
347,1293 Nam Dinh Way,Roraima,84,71583,697656479977.0,2006-02-15 09:45:30
348,785 Vaduz Street,Baja California,335,36170,895616862749.0,2006-02-15 09:45:30
349,1516 Escobar Drive,Tongatapu,370,46069,64536069371.0,2006-02-15 09:45:30
350,1628 Nagareyama Lane,Central,453,60079,20064292617.0,2006-02-15 09:45:30
351,1157 Nyeri Loop,Adygea,320,56380,262744791493.0,2006-02-15 09:45:30
352,1673 Tangail Drive,Daugavpils,137,26857,627924259271.0,2006-02-15 09:45:30
353,381 Kabul Way,Taipei,209,87272,55477302294.0,2006-02-15 09:45:30
354,953 Hodeida Street,Southern Tagalog,221,18841,53912826864.0,2006-02-15 09:45:30
355,469 Nakhon Sawan Street,Tuvassia,531,58866,689199636560.0,2006-02-15 09:45:30
356,1378 Beira Loop,Krasnojarsk,597,40792,840957664136.0,2006-02-15 09:45:30
357,1641 Changhwa Place,Nord-Ouest,52,37636,256546485220.0,2006-02-15 09:45:30
358,1698 Southport Loop,Hidalgo,393,49009,754358349853.0,2006-02-15 09:45:30
359,519 Nyeri Manor,So Paulo,461,37650,764680915323.0,2006-02-15 09:45:30
360,619 Hunuco Avenue,Shimane,331,81508,142596392389.0,2006-02-15 09:45:30
361,45 Aparecida de Goinia Place,Madhya Pradesh,464,7431,650496654258.0,2006-02-15 09:45:30
362,482 Kowloon and New Kowloon Manor,Bratislava,90,97056,738968474939.0,2006-02-15 09:45:30
363,604 Bern Place,Jharkhand,429,5373,620719383725.0,2006-02-15 09:45:30
364,1623 Kingstown Drive,Buenos Aires,20,91299,296394569728.0,2006-02-15 09:45:30
365,1009 Zanzibar Lane,Arecibo,32,64875,102396298916.0,2006-02-15 09:45:30
366,114 Jalib al-Shuyukh Manor,Centre,585,60440,845378657301.0,2006-02-15 09:45:30
367,1163 London Parkway,Par,66,6066,675120358494.0,2006-02-15 09:45:30
368,1658 Jastrzebie-Zdrj Loop,Central,372,96584,568367775448.0,2006-02-15 09:45:30
369,817 Laredo Avenue,Jalisco,188,77449,151249681135.0,2006-02-15 09:45:30
370,1565 Tangail Manor,Okinawa,377,45750,634445428822.0,2006-02-15 09:45:30
371,1912 Emeishan Drive,Balikesir,50,33050,99883471275.0,2006-02-15 09:45:30
372,230 Urawa Drive,Andhra Pradesh,8,2738,166898395731.0,2006-02-15 09:45:30
373,1922 Miraj Way,Esfahan,356,13203,320471479776.0,2006-02-15 09:45:30
374,433 Florencia Street,Chihuahua,250,91330,561729882725.0,2006-02-15 09:45:30
375,1049 Matamoros Parkway,Karnataka,191,69640,960505250340.0,2006-02-15 09:45:30
376,1061 Ede Avenue,Southern Tagalog,98,57810,333390595558.0,2006-02-15 09:45:30
377,154 Oshawa Manor,East Java,415,72771,440365973660.0,2006-02-15 09:45:30
378,1191 Tandil Drive,Southern Tagalog,523,6362,45554316010.0,2006-02-15 09:45:30
379,1133 Rizhao Avenue,Pernambuco,572,2800,600264533987.0,2006-02-15 09:45:30
380,1519 Santiago de los Caballeros Loop,East Kasai,348,22025,409315295763.0,2006-02-15 09:45:30
381,1618 Olomouc Manor,Kurgan,285,26385,96846695220.0,2006-02-15 09:45:30
382,220 Hidalgo Drive,Kermanshah,265,45298,342720754566.0,2006-02-15 09:45:30
383,686 Donostia-San Sebastin Lane,Guangdong,471,97390,71857599858.0,2006-02-15 09:45:30
384,97 Mogiljov Lane,Gujarat,73,89294,924815207181.0,2006-02-15 09:45:30
385,1642 Charlotte Amalie Drive,Slaskie,549,75442,821476736117.0,2006-02-15 09:45:30
386,1368 Maracabo Boulevard, - ,493,32716,934352415130.0,2006-02-15 09:45:30
387,401 Sucre Boulevard,New Hampshire,322,25007,486395999608.0,2006-02-15 09:45:30
388,368 Hunuco Boulevard,Namibe,360,17165,106439158941.0,2006-02-15 09:45:30
389,500 Lincoln Parkway,Jiangsu,210,95509,550306965159.0,2006-02-15 09:45:30
390,102 Chapra Drive,Ibaragi,521,14073,776031833752.0,2006-02-15 09:45:30
391,1793 Meixian Place,Hmelnytskyi,258,33535,619966287415.0,2006-02-15 09:45:30
392,514 Ife Way,Shaba,315,69973,900235712074.0,2006-02-15 09:45:30
393,717 Changzhou Lane,Southern Tagalog,104,21615,426255288071.0,2006-02-15 09:45:30
394,753 Ilorin Avenue,Sichuan,157,3656,464511145118.0,2006-02-15 09:45:30
395,1337 Mit Ghamr Avenue,Nakhon Sawan,358,29810,175283210378.0,2006-02-15 09:45:30
396,767 Pyongyang Drive,Osaka,229,83536,667736124769.0,2006-02-15 09:45:30
397,614 Pak Kret Street,Addis Abeba,6,27796,47808359842.0,2006-02-15 09:45:30
398,954 Lapu-Lapu Way,Moskova,278,8816,737229003916.0,2006-02-15 09:45:30
399,331 Bydgoszcz Parkway,Asturia,181,966,537374465982.0,2006-02-15 09:45:30
400,1152 Citrus Heights Manor,al-Qadarif,15,5239,765957414528.0,2006-02-15 09:45:30
401,168 Cianjur Manor,Saitama,228,73824,679095087143.0,2006-02-15 09:45:30
402,616 Hagonoy Avenue,Krasnojarsk,39,46043,604177838256.0,2006-02-15 09:45:30
403,1190 0 Place,Rio Grande do Sul,44,10417,841876514789.0,2006-02-15 09:45:30
404,734 Bchar Place,Punjab,375,30586,280578750435.0,2006-02-15 09:45:30
405,530 Lausanne Lane,Texas,135,11067,775235029633.0,2006-02-15 09:45:30
406,454 Patiala Lane,Fukushima,276,13496,794553031307.0,2006-02-15 09:45:30
407,1346 Mysore Drive,Bretagne,92,61507,516647474029.0,2006-02-15 09:45:30
408,990 Etawah Loop,Tamil Nadu,564,79940,206169448769.0,2006-02-15 09:45:30
409,1266 Laredo Parkway,Saitama,380,7664,1483365694.0,2006-02-15 09:45:30
410,88 Nagaon Manor,Buenos Aires,524,86868,779461480495.0,2006-02-15 09:45:30
411,264 Bhimavaram Manor,St Thomas,111,54749,302526949177.0,2006-02-15 09:45:30
412,1639 Saarbrcken Drive,North West,437,9827,328494873422.0,2006-02-15 09:45:30
413,692 Amroha Drive,Northern,230,35575,359478883004.0,2006-02-15 09:45:30
414,1936 Lapu-Lapu Parkway,Bauchi & Gombe,141,7122,653436985797.0,2006-02-15 09:45:30
415,432 Garden Grove Street,Ontario,430,65630,615964523510.0,2006-02-15 09:45:30
416,1445 Carmen Parkway,West Java,117,70809,598912394463.0,2006-02-15 09:45:30
417,791 Salinas Street,Punjab,208,40509,129953030512.0,2006-02-15 09:45:30
418,126 Acua Parkway,West Bengali,71,58888,480039662421.0,2006-02-15 09:45:30
419,397 Sunnyvale Avenue,Guanajuato,19,55566,680851640676.0,2006-02-15 09:45:30
420,992 Klerksdorp Loop,Utrecht,23,33711,855290087237.0,2006-02-15 09:45:30
421,966 Arecibo Loop,Sind,134,94018,15273765306.0,2006-02-15 09:45:30
422,289 Santo Andr Manor,al-Sharqiya,16,72410,214976066017.0,2006-02-15 09:45:30
423,437 Chungho Drive,Puerto Plata,450,59489,491271355190.0,2006-02-15 09:45:30
424,1948 Bayugan Parkway,Bihar,264,60622,987306329957.0,2006-02-15 09:45:30
425,1866 al-Qatif Avenue,California,155,89420,546793516940.0,2006-02-15 09:45:30
426,1661 Abha Drive,Tamil Nadu,416,14400,270456873752.0,2006-02-15 09:45:30
427,1557 Cape Coral Parkway,Hubei,293,46875,368284120423.0,2006-02-15 09:45:30
428,1727 Matamoros Place,Sawhaj,465,78813,129673677866.0,2006-02-15 09:45:30
429,1269 Botosani Manor,Guangdong,468,47394,736517327853.0,2006-02-15 09:45:30
430,355 Vitria de Santo Anto Way,Oaxaca,452,81758,548003849552.0,2006-02-15 09:45:30
431,1596 Acua Parkway,Jharkhand,418,70425,157133457169.0,2006-02-15 09:45:30
432,259 Ipoh Drive,So Paulo,189,64964,419009857119.0,2006-02-15 09:45:30
433,1823 Hoshiarpur Lane,Komi,510,33191,307133768620.0,2006-02-15 09:45:30
434,1404 Taguig Drive,Okayama,547,87212,572068624538.0,2006-02-15 09:45:30
435,740 Udaipur Lane,Nizni Novgorod,150,33505,497288595103.0,2006-02-15 09:45:30
436,287 Cuautla Boulevard,Chuquisaca,501,72736,82619513349.0,2006-02-15 09:45:30
437,1766 Almirante Brown Street,KwaZulu-Natal,364,63104,617567598243.0,2006-02-15 09:45:30
438,596 Huixquilucan Place,Nampula,351,65892,342709348083.0,2006-02-15 09:45:30
439,1351 Aparecida de Goinia Parkway,Northern Mindanao,391,41775,959834530529.0,2006-02-15 09:45:30
440,722 Bradford Lane,Shandong,249,90920,746251338300.0,2006-02-15 09:45:30
441,983 Santa F Way,British Colombia,565,47472,145720452260.0,2006-02-15 09:45:30
442,1245 Ibirit Way,La Romana,290,40926,331888642162.0,2006-02-15 09:45:30
443,1836 Korla Parkway,Copperbelt,272,55405,689681677428.0,2006-02-15 09:45:30
444,231 Kaliningrad Place,Lombardia,70,57833,575081026569.0,2006-02-15 09:45:30
445,495 Bhimavaram Lane,Maharashtra,144,3,82088937724.0,2006-02-15 09:45:30
446,1924 Shimonoseki Drive,Batna,59,52625,406784385440.0,2006-02-15 09:45:30
447,105 Dzerzinsk Manor,Inner Mongolia,540,48570,240776414296.0,2006-02-15 09:45:30
448,614 Denizli Parkway,Rio Grande do Sul,486,29444,876491807547.0,2006-02-15 09:45:30
449,1289 Belm Boulevard,Tartumaa,530,88306,237368926031.0,2006-02-15 09:45:30
450,203 Tambaram Street,Buenos Aires,161,73942,411549550611.0,2006-02-15 09:45:30
451,1704 Tambaram Manor,West Bengali,554,2834,39463554936.0,2006-02-15 09:45:30
452,207 Cuernavaca Loop,Tatarstan,352,52671,782900030287.0,2006-02-15 09:45:30
453,319 Springs Loop,Baijeri,160,99552,72524459905.0,2006-02-15 09:45:30
454,956 Nam Dinh Manor,Kerman,481,21872,474047727727.0,2006-02-15 09:45:30
455,1947 Paarl Way,Central Java,509,23636,834061016202.0,2006-02-15 09:45:30
456,814 Simferopol Loop,Sinaloa,154,48745,524567129902.0,2006-02-15 09:45:30
457,535 Ahmadnagar Manor,Abu Dhabi,3,41136,985109775584.0,2006-02-15 09:45:30
458,138 Caracas Boulevard,Zulia,326,16790,974433019532.0,2006-02-15 09:45:30
459,251 Florencia Drive,Michoacn de Ocampo,556,16119,118011831565.0,2006-02-15 09:45:30
460,659 Gatineau Boulevard,La Paz,153,28587,205524798287.0,2006-02-15 09:45:30
461,1889 Valparai Way,Ziguinchor,600,75559,670370974122.0,2006-02-15 09:45:30
462,1485 Bratislava Place,Illinois,435,83183,924663855568.0,2006-02-15 09:45:30
463,935 Aden Boulevard,Central Java,532,64709,335052544020.0,2006-02-15 09:45:30
464,76 Kermanshah Manor,Esfahan,423,23343,762361821578.0,2006-02-15 09:45:30
465,734 Tanshui Avenue,Caquet,170,70664,366776723320.0,2006-02-15 09:45:30
466,118 Jaffna Loop,Northern Mindanao,182,10447,325526730021.0,2006-02-15 09:45:30
467,1621 Tongliao Avenue,Irkutsk,558,22173,209342540247.0,2006-02-15 09:45:30
468,1844 Usak Avenue,Nova Scotia,196,84461,164414772677.0,2006-02-15 09:45:30
469,1872 Toulon Loop,OHiggins,428,7939,928809465153.0,2006-02-15 09:45:30
470,1088 Ibirit Place,Jalisco,595,88502,49084281333.0,2006-02-15 09:45:30
471,1322 Mosul Parkway,Shandong,145,95400,268053970382.0,2006-02-15 09:45:30
472,1447 Chatsworth Place,Chihuahua,129,41545,769370126331.0,2006-02-15 09:45:30
473,1257 Guadalajara Street,Karnataka,78,33599,195337700615.0,2006-02-15 09:45:30
474,1469 Plock Lane,Galicia,388,95835,622884741180.0,2006-02-15 09:45:30
475,434 Ourense (Orense) Manor,Hodeida,206,14122,562370137426.0,2006-02-15 09:45:30
476,270 Tambaram Parkway,Gauteng,244,9668,248446668735.0,2006-02-15 09:45:30
477,1786 Salinas Place,Nam Ha,359,66546,206060652238.0,2006-02-15 09:45:30
478,1078 Stara Zagora Drive,Aceh,301,69221,932992626595.0,2006-02-15 09:45:30
479,1854 Okara Boulevard,Drenthe,158,42123,131912793873.0,2006-02-15 09:45:30
480,421 Yaound Street,Sumy,385,11363,726875628268.0,2006-02-15 09:45:30
481,1153 Allende Way,Qubec,179,20336,856872225376.0,2006-02-15 09:45:30
482,808 Naala-Porto Parkway,England,500,41060,553452430707.0,2006-02-15 09:45:30
483,632 Usolje-Sibirskoje Parkway,Ha Darom,36,73085,667648979883.0,2006-02-15 09:45:30
484,98 Pyongyang Boulevard,Ohio,11,88749,191958435142.0,2006-02-15 09:45:30
485,984 Novoterkassk Loop,Gaziantep,180,28165,435118527255.0,2006-02-15 09:45:30
486,64 Korla Street,Mwanza,347,25145,510383179153.0,2006-02-15 09:45:30
487,1785 So Bernardo do Campo Street,Veracruz,125,71182,684529463244.0,2006-02-15 09:45:30
488,698 Jelets Boulevard,Denizli,142,2596,975185523021.0,2006-02-15 09:45:30
489,1297 Alvorada Parkway,Ningxia,587,11839,508348602835.0,2006-02-15 09:45:30
490,1909 Dayton Avenue,Guangdong,469,88513,702955450528.0,2006-02-15 09:45:30
491,1789 Saint-Denis Parkway,Coahuila de Zaragoza,4,8268,936806643983.0,2006-02-15 09:45:30
492,185 Mannheim Lane,Stavropol,408,23661,589377568313.0,2006-02-15 09:45:30
493,184 Mandaluyong Street,Baja California Sur,288,94239,488425406814.0,2006-02-15 09:45:30
494,591 Sungai Petani Drive,Okayama,376,46400,37247325001.0,2006-02-15 09:45:30
495,656 Matamoros Drive,Boyac,487,19489,17305839123.0,2006-02-15 09:45:30
496,775 ostka Drive,al-Daqahliya,337,22358,171973024401.0,2006-02-15 09:45:30
497,1013 Tabuk Boulevard,West Bengali,261,96203,158399646978.0,2006-02-15 09:45:30
498,319 Plock Parkway,Istanbul,504,26101,854259976812.0,2006-02-15 09:45:30
499,1954 Kowloon and New Kowloon Way,Chimborazo,434,63667,898559280434.0,2006-02-15 09:45:30
500,362 Rajkot Lane,Gansu,47,98030,962020153680.0,2006-02-15 09:45:30
501,1060 Tandil Lane,Shandong,432,72349,211256301880.0,2006-02-15 09:45:30
502,1515 Korla Way,England,589,57197,959467760895.0,2006-02-15 09:45:30
503,1416 San Juan Bautista Tuxtepec Avenue,Zufar,444,50592,144206758053.0,2006-02-15 09:45:30
504,1 Valle de Santiago Avenue,Apulia,93,86208,465897838272.0,2006-02-15 09:45:30
505,519 Brescia Parkway,East Java,318,69504,793996678771.0,2006-02-15 09:45:30
506,414 Mandaluyong Street,Lubelskie,314,16370,52709222667.0,2006-02-15 09:45:30
507,1197 Sokoto Boulevard,West Bengali,478,87687,868602816371.0,2006-02-15 09:45:30
508,496 Celaya Drive,Nagano,552,90797,759586584889.0,2006-02-15 09:45:30
509,786 Matsue Way,Illinois,245,37469,111177206479.0,2006-02-15 09:45:30
510,48 Maracabo Place,Central Luzon,519,1570,82671830126.0,2006-02-15 09:45:30
511,1152 al-Qatif Lane,Kalimantan Barat,412,44816,131370665218.0,2006-02-15 09:45:30
512,1269 Ipoh Avenue,Eskisehir,163,54674,402630109080.0,2006-02-15 09:45:30
513,758 Korolev Parkway,Andhra Pradesh,568,75474,441628280920.0,2006-02-15 09:45:30
514,1747 Rustenburg Place,Bihar,110,51369,442673923363.0,2006-02-15 09:45:30
515,886 Tonghae Place,Volgograd,259,19450,711928348157.0,2006-02-15 09:45:30
516,1574 Goinia Boulevard,Heilongjiang,502,39529,59634255214.0,2006-02-15 09:45:30
517,548 Uruapan Street,Ontario,312,35653,879347453467.0,2006-02-15 09:45:30
519,962 Tama Loop, - ,583,65952,282667506728.0,2006-02-15 09:45:30
520,1778 Gijn Manor,Hubei,594,35156,288910576761.0,2006-02-15 09:45:30
521,568 Dhule (Dhulia) Loop,Coquimbo,127,92568,602101369463.0,2006-02-15 09:45:30
522,1768 Udine Loop,Battambang,60,32347,448876499197.0,2006-02-15 09:45:30
523,608 Birgunj Parkway,Taipei,116,400,627425618482.0,2006-02-15 09:45:30
524,680 A Corua (La Corua) Manor,Sivas,482,49806,158326114853.0,2006-02-15 09:45:30
525,1949 Sanya Street,Gumma,224,61244,132100972047.0,2006-02-15 09:45:30
526,617 Klerksdorp Place,Khanh Hoa,366,94707,574973479129.0,2006-02-15 09:45:30
527,1993 0 Loop,Liaoning,588,41214,25865528181.0,2006-02-15 09:45:30
528,1176 Southend-on-Sea Manor,Southern Tagalog,458,81651,236679267178.0,2006-02-15 09:45:30
529,600 Purnea (Purnia) Avenue,Nghe An,571,18043,638409958875.0,2006-02-15 09:45:30
530,1003 Qinhuangdao Street,West Java,419,25972,35533115997.0,2006-02-15 09:45:30
531,1986 Sivas Place,Friuli-Venezia Giuli,551,95775,182059202712.0,2006-02-15 09:45:30
532,1427 Tabuk Place,Florida,101,31342,214756839122.0,2006-02-15 09:45:30
533,556 Asuncin Way,Mogiljov,339,35364,338244023543.0,2006-02-15 09:45:30
534,486 Ondo Parkway,Benguela,67,35202,105882218332.0,2006-02-15 09:45:30
535,635 Brest Manor,Andhra Pradesh,75,40899,80593242951.0,2006-02-15 09:45:30
536,166 Jinchang Street,Buenos Aires,165,86760,717566026669.0,2006-02-15 09:45:30
537,958 Sagamihara Lane,Mie,287,88408,427274926505.0,2006-02-15 09:45:30
538,1817 Livorno Way,Khanh Hoa,100,79401,478380208348.0,2006-02-15 09:45:30
539,1332 Gaziantep Lane,Shandong,80,22813,383353187467.0,2006-02-15 09:45:30
540,949 Allende Lane,Uttar Pradesh,24,67521,122981120653.0,2006-02-15 09:45:30
541,195 Ilorin Street,Chari-Baguirmi,363,49250,8912935608.0,2006-02-15 09:45:30
542,193 Bhusawal Place,Kang-won,539,9750,745267607502.0,2006-02-15 09:45:30
543,43 Vilnius Manor,Colorado,42,79814,484500282381.0,2006-02-15 09:45:30
544,183 Haiphong Street,Jilin,46,69953,488600270038.0,2006-02-15 09:45:30
545,163 Augusta-Richmond County Loop,Carabobo,561,33030,754579047924.0,2006-02-15 09:45:30
546,191 Jos Azueta Parkway,Ruse,436,13629,932156667696.0,2006-02-15 09:45:30
547,379 Lublin Parkway,Toscana,309,74568,921960450089.0,2006-02-15 09:45:30
548,1658 Cuman Loop,Sumatera Selatan,396,51309,784907335610.0,2006-02-15 09:45:30
549,454 Qinhuangdao Drive,Tadla-Azilal,68,25866,786270036240.0,2006-02-15 09:45:30
550,1715 Okayama Street,So Paulo,485,55676,169352919175.0,2006-02-15 09:45:30
551,182 Nukualofa Drive,Sumy,275,15414,426346224043.0,2006-02-15 09:45:30
552,390 Wroclaw Way,Hainan,462,5753,357593328658.0,2006-02-15 09:45:30
553,1421 Quilmes Lane,Ishikawa,260,19151,135407755975.0,2006-02-15 09:45:30
554,947 Trshavn Place,Central Luzon,528,841,50898428626.0,2006-02-15 09:45:30
555,1764 Jalib al-Shuyukh Parkway,Galicia,459,77642,84794532510.0,2006-02-15 09:45:30
556,346 Cam Ranh Avenue,Zhejiang,599,39976,978430786151.0,2006-02-15 09:45:30
557,1407 Pachuca de Soto Place,Rio Grande do Sul,21,26284,380077794770.0,2006-02-15 09:45:30
558,904 Clarksville Drive,Zhejiang,193,52234,955349440539.0,2006-02-15 09:45:30
559,1917 Kumbakonam Parkway,Vojvodina,368,11892,698182547686.0,2006-02-15 09:45:30
560,1447 Imus Place,Gujarat,426,12905,62127829280.0,2006-02-15 09:45:30
561,1497 Fengshan Drive,KwaZulu-Natal,112,63022,368738360376.0,2006-02-15 09:45:30
562,869 Shikarpur Way,England,496,57380,590764256785.0,2006-02-15 09:45:30
563,1059 Yuncheng Avenue,Vilna,570,47498,107092893983.0,2006-02-15 09:45:30
564,505 Madiun Boulevard,Dolnoslaskie,577,97271,970638808606.0,2006-02-15 09:45:30
565,1741 Hoshiarpur Boulevard,al-Sharqiya,79,22372,855066328617.0,2006-02-15 09:45:30
566,1229 Varanasi (Benares) Manor,Buenos Aires,43,40195,817740355461.0,2006-02-15 09:45:30
567,1894 Boa Vista Way,Texas,178,77464,239357986667.0,2006-02-15 09:45:30
568,1342 Sharja Way,Sokoto & Kebbi & Zam,488,93655,946114054231.0,2006-02-15 09:45:30
569,1342 Abha Boulevard,Bukarest,95,10714,997453607116.0,2006-02-15 09:45:30
570,415 Pune Avenue,Shandong,580,44274,203202500108.0,2006-02-15 09:45:30
571,1746 Faaa Way,Huanuco,214,32515,863080561151.0,2006-02-15 09:45:30
572,539 Hami Way,Tokat,538,52196,525518075499.0,2006-02-15 09:45:30
573,1407 Surakarta Manor,Moskova,466,33224,324346485054.0,2006-02-15 09:45:30
574,502 Mandi Bahauddin Parkway,Anzotegui,55,15992,618156722572.0,2006-02-15 09:45:30
575,1052 Pathankot Avenue,Sichuan,299,77397,128499386727.0,2006-02-15 09:45:30
576,1351 Sousse Lane,Coahuila de Zaragoza,341,37815,203804046132.0,2006-02-15 09:45:30
577,1501 Pangkal Pinang Avenue,Mazowieckie,409,943,770864062795.0,2006-02-15 09:45:30
578,1405 Hagonoy Avenue,Slaskie,133,86587,867287719310.0,2006-02-15 09:45:30
579,521 San Juan Bautista Tuxtepec Place,Qaraghandy,598,95093,844018348565.0,2006-02-15 09:45:30
580,923 Tangail Boulevard,Tokyo-to,10,33384,315528269898.0,2006-02-15 09:45:30
581,186 Skikda Lane,Morelos,131,89422,14465669789.0,2006-02-15 09:45:30
582,1568 Celaya Parkway,Kaohsiung,168,34750,278669994384.0,2006-02-15 09:45:30
583,1489 Kakamigahara Lane,Taipei,526,98883,29341849811.0,2006-02-15 09:45:30
584,1819 Alessandria Loop,Campeche,103,53829,377633994405.0,2006-02-15 09:45:30
585,1208 Tama Loop,Ninawa,344,73605,954786054144.0,2006-02-15 09:45:30
586,951 Springs Lane,Central Mindanao,219,96115,165164761435.0,2006-02-15 09:45:30
587,760 Miyakonojo Drive,Guerrero,246,64682,294449058179.0,2006-02-15 09:45:30
588,966 Asuncin Way,Hidalgo,212,62703,995527378381.0,2006-02-15 09:45:30
589,1584 Ljubertsy Lane,England,494,22954,285710089439.0,2006-02-15 09:45:30
590,247 Jining Parkway,Banjul,54,53446,170115379190.0,2006-02-15 09:45:30
591,773 Dallas Manor,Buenos Aires,424,12664,914466027044.0,2006-02-15 09:45:30
592,1923 Stara Zagora Lane,Nantou,546,95179,182178609211.0,2006-02-15 09:45:30
593,1402 Zanzibar Boulevard,Guanajuato,106,71102,387448063440.0,2006-02-15 09:45:30
594,1464 Kursk Parkway,Shandong,574,17381,338758048786.0,2006-02-15 09:45:30
595,1074 Sanaa Parkway,Loja,311,22474,154124128457.0,2006-02-15 09:45:30
596,1759 Niznekamsk Avenue,al-Manama,14,39414,864392582257.0,2006-02-15 09:45:30
597,32 Liaocheng Way,Minas Gerais,248,1944,410877354933.0,2006-02-15 09:45:30
598,42 Fontana Avenue,Fejr,512,14684,437829801725.0,2006-02-15 09:45:30
599,1895 Zhezqazghan Drive,California,177,36693,137809746111.0,2006-02-15 09:45:30
600,1837 Kaduna Parkway,Inner Mongolia,241,82580,640843562301.0,2006-02-15 09:45:30
601,844 Bucuresti Place,Liaoning,242,36603,935952366111.0,2006-02-15 09:45:30
602,1101 Bucuresti Boulevard,West Greece,401,97661,199514580428.0,2006-02-15 09:45:30
603,1103 Quilmes Boulevard,Piura,503,52137,644021380889.0,2006-02-15 09:45:30
604,1331 Usak Boulevard,Vaud,296,61960,145308717464.0,2006-02-15 09:45:30
605,1325 Fukuyama Street,Heilongjiang,537,27107,288241215394.0,2006-02-15 09:45:30
