rental_id;rental_date;inventory_id;customer_id;name_customer;staff_id;film_id;store_id;category_id;categoria
1770;2005-06-16 18:07:55.000;3524;95;Paula Bryant;2;771;2;7;Drama
1771;2005-06-16 18:12:17.000;2653;95;Paula Bryant;2;581;2;12;Music
1772;2005-06-16 18:12:54.000;2447;95;Paula Bryant;2;534;2;8;Family
1773;2005-06-16 18:13:43.000;2010;95;Paula Bryant;2;437;2;8;Family
1774;2005-06-16 18:27:52.000;3019;95;Paula Bryant;1;663;1;4;Classics
1775;2005-06-16 18:28:19.000;2978;95;Paula Bryant;1;652;1;4;Classics
1776;2005-06-16 18:46:58.000;2122;95;Paula Bryant;1;460;1;9;Foreign
1777;2005-06-16 18:52:12.000;2499;95;Paula Bryant;2;549;2;1;Action
1778;2005-06-16 18:54:48.000;260;95;Paula Bryant;2;58;2;6;Documentary
1779;2005-06-16 18:55:11.000;1776;95;Paula Bryant;1;385;1;5;Comedy
1780;2005-06-16 19:11:45.000;3648;95;Paula Bryant;2;796;2;15;Sports
1781;2005-06-16 19:20:24.000;726;95;Paula Bryant;2;159;2;5;Comedy
1782;2005-06-16 19:21:12.000;4412;95;Paula Bryant;1;964;1;1;Action
1783;2005-06-16 19:23:23.000;3964;95;Paula Bryant;1;864;1;3;Children
1784;2005-06-16 19:25:32.000;2671;95;Paula Bryant;2;586;2;1;Action
1785;2005-06-16 19:27:12.000;2230;96;Diana Alexander;2;482;2;4;Classics
1786;2005-06-16 19:30:54.000;3625;96;Diana Alexander;2;791;2;6;Documentary
1787;2005-06-16 19:30:59.000;3263;96;Diana Alexander;1;718;1;12;Music
1788;2005-06-16 19:47:18.000;1567;96;Diana Alexander;2;344;2;3;Children
1789;2005-06-16 19:49:18.000;2626;96;Diana Alexander;1;575;1;6;Documentary
1790;2005-06-16 19:58:40.000;3129;96;Diana Alexander;2;687;2;6;Documentary
1791;2005-06-16 20:04:28.000;3436;96;Diana Alexander;2;753;2;8;Family
1792;2005-06-16 20:04:50.000;2958;96;Diana Alexander;1;649;1;2;Animation
1793;2005-06-16 20:07:27.000;2873;96;Diana Alexander;1;630;1;7;Drama
1794;2005-06-16 20:08:37.000;3668;96;Diana Alexander;2;803;2;7;Drama
1795;2005-06-16 20:09:01.000;1123;96;Diana Alexander;2;249;2;4;Classics
1796;2005-06-16 20:10:43.000;4366;96;Diana Alexander;1;952;1;6;Documentary
1797;2005-06-16 20:13:03.000;128;96;Diana Alexander;2;25;2;13;New
1798;2005-06-16 20:16:15.000;4330;96;Diana Alexander;1;944;1;7;Drama
1799;2005-06-16 20:17:20.000;2118;96;Diana Alexander;1;459;1;9;Foreign
1800;2005-06-16 20:18:46.000;2208;96;Diana Alexander;1;478;1;5;Comedy
1801;2005-06-16 20:21:53.000;444;96;Diana Alexander;1;98;1;7;Drama
1802;2005-06-16 20:23:30.000;2757;96;Diana Alexander;2;605;2;9;Foreign
1803;2005-06-16 20:32:47.000;3048;96;Diana Alexander;1;668;1;15;Sports
1804;2005-06-16 20:33:15.000;2423;97;Annie Russell;2;529;2;5;Comedy
1805;2005-06-16 20:36:00.000;202;97;Annie Russell;1;45;1;13;New
1806;2005-06-16 20:41:57.000;3080;97;Annie Russell;1;677;1;13;New
1807;2005-06-16 20:58:59.000;1295;97;Annie Russell;2;286;2;16;Travel
1808;2005-06-16 20:59:35.000;599;97;Annie Russell;2;130;2;1;Action
1809;2005-06-16 21:00:20.000;653;97;Annie Russell;1;141;1;10;Games
1810;2005-06-16 21:06:00.000;3870;97;Annie Russell;2;846;2;13;New
1811;2005-06-16 21:06:20.000;3996;97;Annie Russell;1;870;1;11;Horror
1812;2005-06-16 21:08:46.000;3049;97;Annie Russell;1;670;1;6;Documentary
1813;2005-06-16 21:11:00.000;1218;97;Annie Russell;1;270;1;13;New
1814;2005-06-16 21:15:22.000;4494;97;Annie Russell;1;981;1;16;Travel
1815;2005-06-16 21:16:07.000;3209;97;Annie Russell;2;705;2;9;Foreign
1816;2005-06-16 21:20:41.000;656;97;Annie Russell;2;142;2;6;Documentary
1817;2005-06-16 21:20:52.000;720;97;Annie Russell;1;158;1;12;Music
1818;2005-06-16 21:30:34.000;504;97;Annie Russell;1;112;1;9;Foreign
1819;2005-06-16 21:32:50.000;1487;97;Annie Russell;2;326;2;2;Animation
1820;2005-06-16 21:34:50.000;1453;98;Lillian Griffin;2;319;2;14;Sci-Fi
1821;2005-06-16 21:42:49.000;4524;98;Lillian Griffin;1;987;1;12;Music
1822;2005-06-16 21:43:45.000;3685;98;Lillian Griffin;1;806;1;13;New
1823;2005-06-16 21:48:16.000;949;98;Lillian Griffin;1;211;1;10;Games
1824;2005-06-16 21:51:04.000;2887;98;Lillian Griffin;1;634;1;8;Family
1825;2005-06-16 21:53:05.000;2898;98;Lillian Griffin;1;637;1;14;Sci-Fi
1826;2005-06-16 21:53:52.000;619;98;Lillian Griffin;1;135;1;15;Sports
1827;2005-06-16 21:54:40.000;2597;98;Lillian Griffin;2;570;2;15;Sports
1828;2005-06-16 22:04:34.000;2797;98;Lillian Griffin;2;614;2;10;Games
1829;2005-06-16 22:14:21.000;3348;98;Lillian Griffin;1;735;1;3;Children
1830;2005-06-16 22:18:43.000;416;98;Lillian Griffin;1;91;1;4;Classics
1831;2005-06-16 22:22:17.000;3810;98;Lillian Griffin;2;834;2;6;Documentary
1832;2005-06-16 22:35:20.000;1467;98;Lillian Griffin;1;321;1;13;New
1833;2005-06-16 22:45:03.000;4076;98;Lillian Griffin;2;888;2;6;Documentary
1834;2005-06-16 22:49:08.000;3090;98;Lillian Griffin;1;679;1;8;Family
1835;2005-06-16 23:05:36.000;3529;98;Lillian Griffin;1;772;1;7;Drama
1836;2005-06-16 23:13:05.000;3429;98;Lillian Griffin;1;752;1;12;Music
1837;2005-06-16 23:16:15.000;1475;98;Lillian Griffin;1;322;1;15;Sports
1838;2005-06-16 23:20:16.000;4172;98;Lillian Griffin;2;907;2;7;Drama
1839;2005-06-16 23:22:22.000;3389;99;Emily Diaz;1;744;1;4;Classics
1840;2005-06-16 23:39:34.000;3200;99;Emily Diaz;2;703;2;2;Animation
1841;2005-06-16 23:44:13.000;1058;99;Emily Diaz;1;235;1;14;Sci-Fi
1842;2005-06-16 23:45:59.000;1209;99;Emily Diaz;2;269;2;8;Family
1843;2005-06-16 23:53:42.000;2665;99;Emily Diaz;1;585;1;7;Drama
1844;2005-06-16 23:53:53.000;1185;99;Emily Diaz;2;263;2;15;Sports
1845;2005-06-16 23:56:11.000;1192;99;Emily Diaz;2;266;2;4;Classics
1846;2005-06-17 00:02:44.000;1940;99;Emily Diaz;2;422;2;14;Sci-Fi
1847;2005-06-17 00:05:22.000;627;99;Emily Diaz;2;136;2;13;New
1848;2005-06-17 00:07:07.000;3699;99;Emily Diaz;1;809;1;15;Sports
1849;2005-06-17 00:13:19.000;1618;99;Emily Diaz;1;353;1;9;Foreign
1850;2005-06-17 00:31:35.000;3185;99;Emily Diaz;2;698;2;6;Documentary
1851;2005-06-17 00:32:26.000;1410;99;Emily Diaz;2;309;2;8;Family
1852;2005-06-17 00:38:20.000;1464;99;Emily Diaz;1;320;1;13;New
1853;2005-06-17 00:39:54.000;1906;99;Emily Diaz;1;415;1;11;Horror
1854;2005-06-17 00:43:57.000;2347;99;Emily Diaz;1;511;1;1;Action
1855;2005-06-17 00:54:58.000;509;99;Emily Diaz;2;113;2;15;Sports
1856;2005-06-17 01:02:00.000;3755;99;Emily Diaz;2;821;2;9;Foreign
1857;2005-06-17 01:12:58.000;3180;99;Emily Diaz;2;698;2;6;Documentary
1858;2005-06-17 01:13:11.000;4197;99;Emily Diaz;1;913;1;13;New
1859;2005-06-17 01:13:38.000;2408;100;Robin Hayes;1;525;1;4;Classics
1860;2005-06-17 01:17:12.000;3973;100;Robin Hayes;1;865;1;2;Animation
1861;2005-06-17 01:17:31.000;251;100;Robin Hayes;1;56;1;1;Action
1862;2005-06-17 01:29:30.000;14;100;Robin Hayes;1;3;1;6;Documentary
1863;2005-06-17 01:31:46.000;2899;100;Robin Hayes;1;637;1;14;Sci-Fi
1864;2005-06-17 01:39:47.000;2192;100;Robin Hayes;2;474;2;15;Sports
1865;2005-06-17 01:49:36.000;4004;100;Robin Hayes;2;872;2;16;Travel
1866;2005-06-17 01:53:19.000;2010;100;Robin Hayes;1;437;1;8;Family
1867;2005-06-17 02:01:37.000;2983;100;Robin Hayes;1;654;1;10;Games
1868;2005-06-17 02:03:22.000;2638;100;Robin Hayes;1;579;1;1;Action
1869;2005-06-17 02:08:00.000;3297;100;Robin Hayes;2;725;2;4;Classics
1870;2005-06-17 02:24:36.000;2458;100;Robin Hayes;2;536;2;4;Classics
1871;2005-06-17 02:25:12.000;3937;100;Robin Hayes;1;858;1;5;Comedy
1872;2005-06-17 02:27:03.000;3182;100;Robin Hayes;2;698;2;6;Documentary
1873;2005-06-17 02:38:28.000;116;100;Robin Hayes;2;23;2;2;Animation
1874;2005-06-17 02:39:20.000;3878;100;Robin Hayes;2;848;2;16;Travel
1875;2005-06-17 02:45:10.000;3929;100;Robin Hayes;1;857;1;5;Comedy
1876;2005-06-17 02:50:51.000;2660;100;Robin Hayes;1;583;1;2;Animation
1877;2005-06-17 02:54:16.000;2656;101;Peggy Myers;2;583;2;2;Animation
1878;2005-06-17 02:55:32.000;3730;101;Peggy Myers;2;816;2;2;Animation
1879;2005-06-17 02:57:34.000;3193;101;Peggy Myers;1;702;1;11;Horror
1880;2005-06-17 03:08:59.000;4158;101;Peggy Myers;2;902;2;15;Sports
1881;2005-06-17 03:09:56.000;218;101;Peggy Myers;1;49;1;14;Sci-Fi
1882;2005-06-17 03:17:21.000;1827;101;Peggy Myers;1;397;1;14;Sci-Fi
1883;2005-06-17 03:18:51.000;1357;101;Peggy Myers;2;299;2;16;Travel
1884;2005-06-17 03:19:20.000;4056;101;Peggy Myers;1;883;1;3;Children
1885;2005-06-17 03:35:59.000;1602;101;Peggy Myers;2;350;2;14;Sci-Fi
1886;2005-06-17 03:36:02.000;562;101;Peggy Myers;2;122;2;11;Horror
1887;2005-06-17 03:53:18.000;881;101;Peggy Myers;2;194;2;1;Action
1888;2005-06-17 03:58:36.000;1741;101;Peggy Myers;1;378;1;12;Music
1889;2005-06-17 04:05:12.000;3946;101;Peggy Myers;2;861;2;10;Games
1890;2005-06-17 04:06:13.000;3886;101;Peggy Myers;1;849;1;2;Animation
1891;2005-06-17 04:16:44.000;1406;101;Peggy Myers;2;308;2;5;Comedy
1892;2005-06-17 04:17:33.000;543;101;Peggy Myers;2;118;2;2;Animation
1893;2005-06-17 04:18:37.000;4095;102;Crystal Ford;2;892;2;2;Animation
1894;2005-06-17 04:18:48.000;1925;102;Crystal Ford;2;418;2;7;Drama
1895;2005-06-17 04:25:12.000;3390;102;Crystal Ford;2;744;2;4;Classics
1896;2005-06-17 04:25:46.000;242;102;Crystal Ford;1;55;1;14;Sci-Fi
1897;2005-06-17 04:26:23.000;1255;102;Crystal Ford;1;277;1;11;Horror
1898;2005-06-17 04:28:11.000;2872;102;Crystal Ford;1;629;1;6;Documentary
1899;2005-06-17 04:29:15.000;2448;102;Crystal Ford;1;534;1;8;Family
1900;2005-06-17 04:29:58.000;922;102;Crystal Ford;2;205;2;1;Action
1901;2005-06-17 04:35:19.000;3431;102;Crystal Ford;2;753;2;8;Family
1902;2005-06-17 04:35:52.000;449;102;Crystal Ford;1;99;1;5;Comedy
1903;2005-06-17 04:37:20.000;186;102;Crystal Ford;2;42;2;15;Sports
1904;2005-06-17 04:45:41.000;1539;102;Crystal Ford;2;337;2;9;Foreign
1905;2005-06-17 04:51:43.000;2373;102;Crystal Ford;1;518;1;16;Travel
1906;2005-06-17 04:53:35.000;1142;102;Crystal Ford;1;253;1;1;Action
1907;2005-06-17 05:08:27.000;3416;102;Crystal Ford;2;748;2;1;Action
1908;2005-06-17 05:10:36.000;1478;102;Crystal Ford;2;323;2;15;Sports
1909;2005-06-17 05:11:04.000;1732;102;Crystal Ford;1;377;1;8;Family
1910;2005-06-17 05:11:27.000;1445;102;Crystal Ford;2;317;2;5;Comedy
1911;2005-06-17 05:15:15.000;4091;102;Crystal Ford;1;891;1;4;Classics
1912;2005-06-17 05:18:32.000;4255;102;Crystal Ford;1;925;1;6;Documentary
1913;2005-06-17 05:19:47.000;198;102;Crystal Ford;1;44;1;14;Sci-Fi
1914;2005-06-17 05:25:54.000;3956;102;Crystal Ford;1;863;1;14;Sci-Fi
1915;2005-06-17 05:28:28.000;2372;102;Crystal Ford;2;517;2;15;Sports
1916;2005-06-17 05:29:59.000;494;102;Crystal Ford;1;110;1;3;Children
1917;2005-06-17 05:36:07.000;529;102;Crystal Ford;1;116;1;4;Classics
1918;2005-06-17 05:40:14.000;3241;102;Crystal Ford;1;711;1;14;Sci-Fi
1919;2005-06-17 05:40:52.000;4337;102;Crystal Ford;1;945;1;6;Documentary
1920;2005-06-17 06:00:23.000;3420;103;Gladys Hamilton;1;749;1;11;Horror
1921;2005-06-17 06:04:16.000;3226;103;Gladys Hamilton;2;708;2;6;Documentary
1922;2005-06-17 06:04:25.000;1007;103;Gladys Hamilton;2;226;2;13;New
1923;2005-06-17 06:06:10.000;1261;103;Gladys Hamilton;1;280;1;3;Children
1924;2005-06-17 06:13:34.000;3350;103;Gladys Hamilton;2;736;2;8;Family
1925;2005-06-17 06:16:47.000;3879;103;Gladys Hamilton;2;848;2;16;Travel
1926;2005-06-17 06:24:30.000;2422;103;Gladys Hamilton;2;528;2;8;Family
1927;2005-06-17 06:48:19.000;1700;103;Gladys Hamilton;1;370;1;3;Children
1928;2005-06-17 06:48:31.000;3046;103;Gladys Hamilton;2;668;2;15;Sports
1929;2005-06-17 06:49:30.000;705;103;Gladys Hamilton;1;154;1;2;Animation
1930;2005-06-17 06:50:46.000;3413;103;Gladys Hamilton;1;748;1;1;Action
1931;2005-06-17 06:51:56.000;1836;103;Gladys Hamilton;2;398;2;12;Music
1932;2005-06-17 06:54:41.000;1486;103;Gladys Hamilton;2;326;2;2;Animation
1933;2005-06-17 06:54:42.000;1408;103;Gladys Hamilton;1;308;1;5;Comedy
1934;2005-06-17 07:04:57.000;210;103;Gladys Hamilton;1;47;1;9;Foreign
1935;2005-06-17 07:14:15.000;1594;103;Gladys Hamilton;2;349;2;2;Animation
1936;2005-06-17 07:15:41.000;3711;103;Gladys Hamilton;1;812;1;6;Documentary
1937;2005-06-17 07:16:46.000;1535;103;Gladys Hamilton;2;336;2;6;Documentary
1938;2005-06-17 07:18:36.000;1314;103;Gladys Hamilton;2;290;2;9;Foreign
1939;2005-06-17 07:26:45.000;2440;103;Gladys Hamilton;2;532;2;15;Sports
1940;2005-06-17 07:42:22.000;1794;103;Gladys Hamilton;1;390;1;14;Sci-Fi
1941;2005-06-17 07:42:45.000;2306;104;Rita Graham;1;501;1;1;Action
1942;2005-06-17 07:43:39.000;1928;104;Rita Graham;2;418;2;7;Drama
1943;2005-06-17 07:49:17.000;4204;104;Rita Graham;1;914;1;16;Travel
1944;2005-06-17 07:50:53.000;1270;104;Rita Graham;1;281;1;10;Games
1945;2005-06-17 07:51:26.000;1265;104;Rita Graham;2;280;2;3;Children
1946;2005-06-17 07:58:39.000;3538;104;Rita Graham;2;773;2;15;Sports
1947;2005-06-17 08:02:20.000;1400;104;Rita Graham;1;307;1;16;Travel
1948;2005-06-17 08:06:53.000;4371;104;Rita Graham;1;953;1;2;Animation
1949;2005-06-17 08:19:22.000;3505;104;Rita Graham;2;767;2;12;Music
1950;2005-06-17 08:26:52.000;1361;104;Rita Graham;1;300;1;2;Animation
1951;2005-06-17 08:30:35.000;3231;104;Rita Graham;1;709;1;7;Drama
1952;2005-06-17 08:33:02.000;1730;104;Rita Graham;1;377;1;8;Family
1953;2005-06-17 08:34:57.000;1883;104;Rita Graham;1;410;1;5;Comedy
1954;2005-06-17 08:37:55.000;2762;104;Rita Graham;2;606;2;15;Sports
1955;2005-06-17 08:40:22.000;3426;104;Rita Graham;2;751;2;13;New
1956;2005-06-17 08:43:32.000;3271;104;Rita Graham;2;720;2;13;New
1957;2005-06-17 08:50:58.000;2678;105;Dawn Sullivan;1;588;1;3;Children
1958;2005-06-17 08:52:01.000;802;105;Dawn Sullivan;1;174;1;12;Music
1959;2005-06-17 08:54:10.000;2392;105;Dawn Sullivan;2;522;2;5;Comedy
1960;2005-06-17 08:59:57.000;533;105;Dawn Sullivan;1;117;1;10;Games
1961;2005-06-17 09:02:58.000;4264;105;Dawn Sullivan;2;927;2;1;Action
1962;2005-06-17 09:08:58.000;3963;105;Dawn Sullivan;1;864;1;3;Children
1963;2005-06-17 09:09:31.000;3332;105;Dawn Sullivan;1;733;1;15;Sports
1964;2005-06-17 09:10:09.000;2899;105;Dawn Sullivan;2;637;2;14;Sci-Fi
1965;2005-06-17 09:17:39.000;2467;105;Dawn Sullivan;1;540;1;12;Music
1966;2005-06-17 09:19:45.000;1713;105;Dawn Sullivan;2;374;2;14;Sci-Fi
1967;2005-06-17 09:19:52.000;2647;105;Dawn Sullivan;2;580;2;13;New
1968;2005-06-17 09:20:36.000;393;105;Dawn Sullivan;2;86;2;12;Music
1969;2005-06-17 09:22:22.000;2471;105;Dawn Sullivan;1;541;1;2;Animation
1970;2005-06-17 09:23:16.000;3061;105;Dawn Sullivan;1;672;1;5;Comedy
1971;2005-06-17 09:23:59.000;4552;105;Dawn Sullivan;1;993;1;3;Children
1972;2005-06-17 09:25:49.000;2371;105;Dawn Sullivan;2;517;2;15;Sports
1973;2005-06-17 09:26:15.000;101;105;Dawn Sullivan;2;20;2;12;Music
1974;2005-06-17 09:30:05.000;4057;105;Dawn Sullivan;2;883;2;3;Children
1975;2005-06-17 09:32:10.000;23;106;Connie Wallace;2;5;2;8;Family
1976;2005-06-17 09:38:08.000;460;106;Connie Wallace;2;101;2;6;Documentary
1977;2005-06-17 09:38:22.000;3250;106;Connie Wallace;1;715;1;8;Family
1978;2005-06-17 09:42:34.000;4304;106;Connie Wallace;1;938;1;5;Comedy
1979;2005-06-17 09:45:30.000;953;106;Connie Wallace;2;212;2;1;Action
1980;2005-06-17 09:48:05.000;1983;106;Connie Wallace;1;432;1;4;Classics
1981;2005-06-17 10:03:34.000;575;106;Connie Wallace;1;125;1;16;Travel
1982;2005-06-17 10:12:15.000;1780;106;Connie Wallace;1;387;1;10;Games
1983;2005-06-17 10:22:13.000;3411;106;Connie Wallace;2;748;2;1;Action
1984;2005-06-17 10:25:28.000;2701;106;Connie Wallace;2;593;2;11;Horror
1985;2005-06-17 10:31:37.000;3678;106;Connie Wallace;2;804;2;11;Horror
1986;2005-06-17 10:34:59.000;2080;106;Connie Wallace;2;451;2;16;Travel
1987;2005-06-17 10:40:36.000;4536;106;Connie Wallace;1;990;1;11;Horror
1988;2005-06-17 10:42:34.000;2455;106;Connie Wallace;2;536;2;4;Classics
1989;2005-06-17 10:47:24.000;1462;106;Connie Wallace;1;320;1;13;New
1990;2005-06-17 10:48:44.000;1742;106;Connie Wallace;2;378;2;12;Music
1991;2005-06-17 10:49:23.000;3242;106;Connie Wallace;1;711;1;14;Sci-Fi
1992;2005-06-17 10:58:53.000;3688;107;Florence Woods;1;806;1;13;New
1993;2005-06-17 10:59:24.000;632;107;Florence Woods;2;137;2;14;Sci-Fi
1994;2005-06-17 11:07:06.000;2629;107;Florence Woods;2;576;2;6;Documentary
1995;2005-06-17 11:11:14.000;2570;107;Florence Woods;1;563;1;10;Games
1996;2005-06-17 11:17:45.000;3045;107;Florence Woods;1;668;1;15;Sports
1997;2005-06-17 11:19:43.000;3464;107;Florence Woods;1;759;1;13;New
1998;2005-06-17 11:24:57.000;4422;107;Florence Woods;1;967;1;14;Sci-Fi
1999;2005-06-17 11:30:08.000;2530;107;Florence Woods;1;555;1;5;Comedy
2000;2005-06-17 11:32:30.000;3331;107;Florence Woods;2;733;2;15;Sports
2001;2005-06-17 11:35:09.000;3107;107;Florence Woods;2;683;2;7;Drama
2002;2005-06-17 11:39:58.000;986;107;Florence Woods;1;220;1;12;Music
2003;2005-06-17 11:40:35.000;2316;107;Florence Woods;1;503;1;15;Sports
2004;2005-06-17 11:43:38.000;331;107;Florence Woods;1;73;1;14;Sci-Fi
2005;2005-06-17 11:44:54.000;3313;107;Florence Woods;1;729;1;15;Sports
2006;2005-06-17 11:47:03.000;1992;107;Florence Woods;1;434;1;16;Travel
2007;2005-06-17 11:47:17.000;1572;107;Florence Woods;1;345;1;8;Family
2008;2005-06-17 11:48:05.000;455;107;Florence Woods;1;100;1;9;Foreign
2009;2005-06-17 11:48:31.000;1795;107;Florence Woods;1;390;1;14;Sci-Fi
2010;2005-06-17 11:54:15.000;3492;107;Florence Woods;1;765;1;5;Comedy
2011;2005-06-17 11:56:09.000;4393;107;Florence Woods;1;960;1;6;Documentary
2012;2005-06-17 11:57:15.000;2117;107;Florence Woods;2;458;2;8;Family
2013;2005-06-17 12:03:01.000;3787;107;Florence Woods;2;829;2;8;Family
2014;2005-06-17 12:03:28.000;2063;107;Florence Woods;1;447;1;10;Games
2015;2005-06-17 12:16:29.000;3067;107;Florence Woods;1;674;1;9;Foreign
2016;2005-06-17 12:18:36.000;794;108;Tracy Cole;2;173;2;7;Drama
2017;2005-06-17 12:33:30.000;1639;108;Tracy Cole;1;358;1;4;Classics
2018;2005-06-17 12:35:58.000;3740;108;Tracy Cole;2;818;2;7;Drama
2019;2005-06-17 12:38:44.000;1308;108;Tracy Cole;2;288;2;16;Travel
2020;2005-06-17 12:39:50.000;4575;108;Tracy Cole;2;1000;2;5;Comedy
2021;2005-06-17 12:41:18.000;219;108;Tracy Cole;1;49;1;14;Sci-Fi
2022;2005-06-17 12:44:39.000;276;108;Tracy Cole;2;61;2;7;Drama
2023;2005-06-17 12:52:58.000;712;108;Tracy Cole;1;155;1;13;New
2024;2005-06-17 13:00:51.000;2904;108;Tracy Cole;1;638;1;5;Comedy
2025;2005-06-17 13:04:00.000;818;108;Tracy Cole;2;178;2;5;Comedy
2026;2005-06-17 13:05:38.000;2850;108;Tracy Cole;1;625;1;14;Sci-Fi
2027;2005-06-17 13:06:56.000;3177;108;Tracy Cole;1;697;1;1;Action
2028;2005-06-17 13:08:08.000;4579;108;Tracy Cole;1;1000;1;5;Comedy
2029;2005-06-17 13:10:59.000;1878;108;Tracy Cole;2;409;2;3;Children
2030;2005-06-17 13:13:27.000;29;108;Tracy Cole;2;6;2;9;Foreign
2031;2005-06-17 13:14:03.000;2265;108;Tracy Cole;1;489;1;2;Animation
2032;2005-06-17 13:24:07.000;3468;108;Tracy Cole;1;760;1;13;New
2033;2005-06-17 13:24:43.000;1941;108;Tracy Cole;1;422;1;14;Sci-Fi
2034;2005-06-17 13:27:16.000;2912;108;Tracy Cole;2;640;2;9;Foreign
2035;2005-06-17 13:45:09.000;86;108;Tracy Cole;2;17;2;12;Music
2036;2005-06-17 13:46:52.000;3374;109;Edna West;1;740;1;11;Horror
2037;2005-06-17 13:54:20.000;1288;109;Edna West;1;285;1;14;Sci-Fi
2038;2005-06-17 14:00:51.000;2363;109;Edna West;1;514;1;7;Drama
2039;2005-06-17 14:03:43.000;1412;109;Edna West;1;309;1;8;Family
2040;2005-06-17 14:18:37.000;965;109;Edna West;1;215;1;10;Games
2041;2005-06-17 14:19:00.000;4185;109;Edna West;2;911;2;1;Action
2042;2005-06-17 14:31:02.000;2140;109;Edna West;1;463;1;15;Sports
2043;2005-06-17 14:31:12.000;4004;109;Edna West;1;872;1;16;Travel
2044;2005-06-17 14:37:57.000;3576;109;Edna West;1;782;1;15;Sports
2045;2005-06-17 14:38:11.000;1983;109;Edna West;2;432;2;4;Classics
2046;2005-06-17 14:39:50.000;1994;109;Edna West;1;434;1;16;Travel
2047;2005-06-17 14:40:58.000;1344;109;Edna West;2;296;2;14;Sci-Fi
2048;2005-06-17 14:55:29.000;425;109;Edna West;2;93;2;13;New
2049;2005-06-17 14:58:36.000;2179;109;Edna West;1;471;1;4;Classics
2050;2005-06-17 15:07:30.000;495;109;Edna West;2;110;2;3;Children
2051;2005-06-17 15:10:16.000;2301;109;Edna West;2;500;2;9;Foreign
2052;2005-06-17 15:14:43.000;3653;109;Edna West;1;797;1;12;Music
2053;2005-06-17 15:19:34.000;3959;109;Edna West;2;863;2;14;Sci-Fi
2054;2005-06-17 15:26:37.000;1199;109;Edna West;1;266;1;4;Classics
2055;2005-06-17 15:27:03.000;194;109;Edna West;2;43;2;8;Family
2056;2005-06-17 15:27:33.000;4494;109;Edna West;2;981;2;16;Travel
2057;2005-06-17 15:31:58.000;3243;109;Edna West;1;714;1;14;Sci-Fi
2058;2005-06-17 15:34:41.000;3369;110;Tiffany Jordan;2;739;2;7;Drama
2059;2005-06-17 15:36:12.000;2262;110;Tiffany Jordan;2;489;2;2;Animation
2060;2005-06-17 15:42:42.000;4297;110;Tiffany Jordan;2;936;2;12;Music
2061;2005-06-17 15:47:00.000;462;110;Tiffany Jordan;1;101;1;6;Documentary
2062;2005-06-17 15:56:43.000;2234;110;Tiffany Jordan;2;483;2;10;Games
2063;2005-06-17 15:56:53.000;4455;110;Tiffany Jordan;2;973;2;6;Documentary
2064;2005-06-17 15:57:56.000;2716;110;Tiffany Jordan;1;596;1;10;Games
2065;2005-06-17 16:03:46.000;2971;110;Tiffany Jordan;1;651;1;2;Animation
2066;2005-06-17 16:07:08.000;1912;110;Tiffany Jordan;1;416;1;9;Foreign
2067;2005-06-17 16:11:08.000;3189;110;Tiffany Jordan;1;700;1;8;Family
2068;2005-06-17 16:11:46.000;71;111;Carmen Owens;1;15;1;9;Foreign
2069;2005-06-17 16:19:39.000;766;111;Carmen Owens;2;167;2;16;Travel
2070;2005-06-17 16:27:51.000;1979;111;Carmen Owens;1;432;1;4;Classics
2071;2005-06-17 16:33:17.000;3704;111;Carmen Owens;1;810;1;8;Family
2072;2005-06-17 16:33:32.000;2262;111;Carmen Owens;2;489;2;2;Animation
2073;2005-06-17 16:33:59.000;1305;111;Carmen Owens;2;288;2;16;Travel
2074;2005-06-17 16:40:03.000;3688;111;Carmen Owens;2;806;2;13;New
2075;2005-06-17 16:40:33.000;117;111;Carmen Owens;1;23;1;2;Animation
2076;2005-06-17 16:43:47.000;3602;111;Carmen Owens;1;787;1;16;Travel
2077;2005-06-17 16:46:11.000;3912;111;Carmen Owens;2;854;2;11;Horror
2078;2005-06-17 16:48:55.000;4185;111;Carmen Owens;2;911;2;1;Action
2079;2005-06-17 16:49:45.000;4496;111;Carmen Owens;2;982;2;1;Action
2080;2005-06-17 16:59:40.000;1266;111;Carmen Owens;1;281;1;10;Games
2081;2005-06-17 17:05:02.000;1322;111;Carmen Owens;2;292;2;1;Action
2082;2005-06-17 17:13:32.000;2349;111;Carmen Owens;1;511;1;1;Action
2083;2005-06-17 17:14:00.000;4391;111;Carmen Owens;2;959;2;3;Children
2084;2005-06-17 17:17:19.000;1506;111;Carmen Owens;1;329;1;1;Action
2085;2005-06-17 17:30:56.000;3218;111;Carmen Owens;1;707;1;1;Action
2086;2005-06-17 17:32:07.000;262;111;Carmen Owens;2;58;2;6;Documentary
2087;2005-06-17 17:35:10.000;1020;112;Rosa Reynolds;1;228;1;4;Classics
2088;2005-06-17 17:35:30.000;372;112;Rosa Reynolds;1;82;1;8;Family
2089;2005-06-17 17:45:09.000;1482;112;Rosa Reynolds;1;324;1;5;Comedy
2090;2005-06-17 18:06:14.000;79;112;Rosa Reynolds;2;16;2;9;Foreign
2091;2005-06-17 18:09:04.000;1013;112;Rosa Reynolds;1;227;1;10;Games
2092;2005-06-17 18:12:16.000;4150;112;Rosa Reynolds;2;901;2;2;Animation
2093;2005-06-17 18:14:08.000;3722;112;Rosa Reynolds;2;814;2;5;Comedy
