rental_id,inventory_id,customer_id,staff_id,film_id,store_id,category_id,name,rental_duration,rental_rate,replacement_cost,name_customer,data_aluguel,retorno_aluguel
10077,2333,19,1,506,2,11,Horror,4,4.99,14.99,Ruth Martinez,2005-07-31,2005-08-09
2848,3449,19,1,756,2,5,Comedy,7,2.99,10.99,Ruth Martinez,2005-06-19,2005-06-25
3423,3612,19,1,789,2,9,Foreign,7,2.99,15.99,Ruth Martinez,2005-06-21,2005-06-23
9157,146,19,2,31,1,8,Family,5,4.99,16.99,Ruth Martinez,2005-07-30,2005-08-05
591,377,19,2,83,2,8,Family,5,2.99,18.99,Ruth Martinez,2005-05-28,2005-05-29
337,751,19,1,164,2,6,Documentary,4,0.99,20.99,Ruth Martinez,2005-05-27,2005-06-02
110,4108,19,2,893,2,14,Sci-Fi,4,4.99,11.99,Ruth Martinez,2005-05-25,2005-06-03
179,2575,19,1,563,2,10,Games,6,4.99,16.99,Ruth Martinez,2005-05-26,2005-06-03
9256,4021,19,1,875,2,15,Sports,6,0.99,9.99,Ruth Martinez,2005-07-30,2005-08-05
6495,2440,19,1,532,2,15,Sports,5,4.99,28.99,Ruth Martinez,2005-07-12,2005-07-14
10176,1181,19,2,263,1,15,Sports,6,4.99,14.99,Ruth Martinez,2005-07-31,2005-08-09
1380,3376,158,2,741,1,12,Music,7,0.99,28.99,Veronica Stone,2005-06-15,2005-06-18
7732,3597,158,1,786,2,3,Children,7,0.99,14.99,Veronica Stone,2005-07-28,2005-07-29
5672,2326,158,2,505,2,3,Children,6,2.99,24.99,Veronica Stone,2005-07-10,2005-07-16
9801,3033,158,2,665,2,11,Horror,4,2.99,22.99,Veronica Stone,2005-07-31,2005-08-04
6901,4574,158,1,1000,1,5,Comedy,3,4.99,18.99,Veronica Stone,2005-07-12,2005-07-16
2035,4371,158,2,953,1,2,Animation,3,0.99,9.99,Veronica Stone,2005-06-17,2005-06-26
1790,1070,158,2,239,1,2,Animation,5,4.99,16.99,Veronica Stone,2005-06-16,2005-06-17
8750,3157,158,2,693,2,2,Animation,5,2.99,16.99,Veronica Stone,2005-07-29,2005-07-31
4117,780,158,1,170,2,9,Foreign,5,4.99,28.99,Veronica Stone,2005-07-07,2005-07-16
3203,442,158,1,98,1,7,Drama,4,4.99,12.99,Veronica Stone,2005-06-21,2005-06-29
5988,151,158,2,31,2,8,Family,5,4.99,16.99,Veronica Stone,2005-07-11,2005-07-13
9713,929,158,1,206,1,6,Documentary,6,0.99,25.99,Veronica Stone,2005-07-31,2005-08-07
11077,4254,158,2,925,1,6,Documentary,3,0.99,27.99,Veronica Stone,2005-08-02,2005-08-09
293,1828,158,2,397,1,14,Sci-Fi,5,2.99,26.99,Veronica Stone,2005-05-26,2005-06-03
6416,1063,158,1,236,2,10,Games,4,2.99,19.99,Veronica Stone,2005-07-11,2005-07-13
8957,811,158,1,176,2,15,Sports,6,0.99,21.99,Veronica Stone,2005-07-30,2005-08-06
245,3045,158,2,668,1,15,Sports,7,4.99,25.99,Veronica Stone,2005-05-26,2005-05-27
7952,3313,158,1,729,2,15,Sports,5,2.99,28.99,Veronica Stone,2005-07-28,2005-08-01
7159,1220,158,1,270,2,13,New,7,0.99,29.99,Veronica Stone,2005-07-27,2005-08-05
9393,843,158,2,184,2,4,Classics,3,2.99,24.99,Veronica Stone,2005-07-30,2005-08-02
6842,3376,366,1,741,1,12,Music,7,0.99,28.99,Brandon Huey,2005-07-12,2005-07-19
7602,2516,366,1,553,2,3,Children,4,0.99,12.99,Brandon Huey,2005-07-27,2005-08-04
3834,3001,366,2,658,2,11,Horror,7,2.99,19.99,Brandon Huey,2005-07-06,2005-07-13
7805,3204,366,1,704,2,5,Comedy,3,2.99,25.99,Brandon Huey,2005-07-28,2005-08-04
6971,3493,366,2,765,1,5,Comedy,7,4.99,18.99,Brandon Huey,2005-07-27,2005-08-01
8928,706,366,2,154,2,2,Animation,6,2.99,12.99,Brandon Huey,2005-07-30,2005-08-05
2214,2430,366,2,531,1,9,Foreign,3,0.99,18.99,Brandon Huey,2005-06-18,2005-06-18
3632,2583,366,1,567,1,9,Foreign,3,2.99,26.99,Brandon Huey,2005-07-06,2005-07-11
4569,2925,366,2,643,2,7,Drama,3,2.99,22.99,Brandon Huey,2005-07-08,2005-07-14
911,1404,366,2,307,2,16,Travel,6,4.99,9.99,Brandon Huey,2005-05-30,2005-06-07
10198,1297,366,2,286,2,16,Travel,7,2.99,16.99,Brandon Huey,2005-08-01,2005-08-07
10384,2622,366,1,575,1,6,Documentary,3,4.99,27.99,Brandon Huey,2005-08-01,2005-08-02
7562,4417,366,2,966,1,6,Documentary,3,0.99,14.99,Brandon Huey,2005-07-27,2005-08-01
8260,4249,366,1,924,1,14,Sci-Fi,7,0.99,15.99,Brandon Huey,2005-07-29,2005-08-06
7344,1714,366,1,374,1,14,Sci-Fi,3,0.99,29.99,Brandon Huey,2005-07-27,2005-07-31
5364,2746,366,1,602,2,14,Sci-Fi,5,0.99,14.99,Brandon Huey,2005-07-09,2005-07-10
4276,221,366,2,49,2,14,Sci-Fi,6,2.99,22.99,Brandon Huey,2005-07-07,2005-07-09
6366,3989,366,1,869,2,1,Action,4,2.99,22.99,Brandon Huey,2005-07-11,2005-07-17
9316,4409,366,1,964,1,1,Action,4,4.99,17.99,Brandon Huey,2005-07-30,2005-08-05
1401,4081,366,2,890,1,15,Sports,5,0.99,14.99,Brandon Huey,2005-06-15,2005-06-21
8169,4086,366,1,890,2,15,Sports,5,0.99,14.99,Brandon Huey,2005-07-28,2005-08-06
6112,1311,366,1,289,1,13,New,5,4.99,25.99,Brandon Huey,2005-07-11,2005-07-18
6738,1197,366,2,266,2,4,Classics,4,0.99,27.99,Brandon Huey,2005-07-12,2005-07-21
6533,3853,366,1,843,2,4,Classics,4,4.99,15.99,Brandon Huey,2005-07-12,2005-07-18
8974,3376,425,1,741,1,12,Music,7,0.99,28.99,Francis Sikes,2005-07-30,2005-08-04
3807,39,425,1,8,2,11,Horror,6,4.99,15.99,Francis Sikes,2005-07-06,2005-07-10
4939,3201,425,1,703,2,2,Animation,6,4.99,18.99,Francis Sikes,2005-07-08,2005-07-17
4361,116,425,1,23,1,2,Animation,3,0.99,9.99,Francis Sikes,2005-07-07,2005-07-12
4884,3543,425,2,775,1,7,Drama,4,4.99,18.99,Francis Sikes,2005-07-08,2005-07-15
4659,4389,425,2,958,2,7,Drama,6,2.99,19.99,Francis Sikes,2005-07-08,2005-07-14
5371,789,425,2,172,2,7,Drama,7,4.99,12.99,Francis Sikes,2005-07-09,2005-07-14
9170,4279,425,1,931,2,16,Travel,7,0.99,9.99,Francis Sikes,2005-07-30,2005-08-05
6603,3583,425,2,784,1,16,Travel,7,2.99,20.99,Francis Sikes,2005-07-12,2005-07-16
10163,2811,425,2,617,1,8,Family,4,0.99,24.99,Francis Sikes,2005-07-31,2005-08-01
10121,2969,425,1,650,2,6,Documentary,3,0.99,27.99,Francis Sikes,2005-07-31,2005-08-03
3276,1890,425,2,412,1,6,Documentary,6,4.99,25.99,Francis Sikes,2005-06-21,2005-06-29
1098,1050,425,2,234,1,14,Sci-Fi,6,2.99,27.99,Francis Sikes,2005-05-31,2005-06-09
4483,1222,425,1,271,1,1,Action,5,4.99,12.99,Francis Sikes,2005-07-08,2005-07-17
9682,2427,425,1,530,1,1,Action,5,2.99,27.99,Francis Sikes,2005-07-31,2005-08-04
4362,3759,425,1,823,1,1,Action,4,2.99,21.99,Francis Sikes,2005-07-07,2005-07-14
7249,2441,425,2,532,2,15,Sports,5,4.99,28.99,Francis Sikes,2005-07-27,2005-07-28
10545,4230,425,2,920,1,13,New,3,0.99,16.99,Francis Sikes,2005-08-01,2005-08-04
5363,2180,425,1,471,1,4,Classics,7,2.99,23.99,Francis Sikes,2005-07-09,2005-07-14
6318,2048,425,1,445,1,4,Classics,5,2.99,11.99,Francis Sikes,2005-07-11,2005-07-12
821,3380,348,1,741,2,12,Music,7,0.99,28.99,Roger Quintanilla,2005-05-29,2005-06-04
7380,988,348,1,220,1,12,Music,7,2.99,13.99,Roger Quintanilla,2005-07-27,2005-08-03
6776,2398,348,1,524,2,5,Comedy,6,0.99,13.99,Roger Quintanilla,2005-07-12,2005-07-20
5965,4476,348,1,978,1,5,Comedy,3,0.99,12.99,Roger Quintanilla,2005-07-10,2005-07-11
153,3888,348,1,849,2,2,Animation,6,0.99,28.99,Roger Quintanilla,2005-05-26,2005-05-27
4556,4099,348,2,892,2,2,Animation,3,4.99,18.99,Roger Quintanilla,2005-07-08,2005-07-16
3610,1509,348,1,330,1,2,Animation,7,4.99,22.99,Roger Quintanilla,2005-07-06,2005-07-13
8500,4516,348,1,986,1,2,Animation,6,2.99,24.99,Roger Quintanilla,2005-07-29,2005-07-31
2041,782,348,2,170,2,9,Foreign,5,4.99,28.99,Roger Quintanilla,2005-06-17,2005-06-26
10972,1928,348,1,418,2,7,Drama,5,0.99,27.99,Roger Quintanilla,2005-08-02,2005-08-09
8682,4328,348,2,944,1,7,Drama,6,4.99,29.99,Roger Quintanilla,2005-07-29,2005-08-03
8569,276,348,2,61,2,7,Drama,5,4.99,28.99,Roger Quintanilla,2005-07-29,2005-07-31
9482,2421,348,2,528,1,8,Family,4,2.99,25.99,Roger Quintanilla,2005-07-30,2005-08-02
5345,3055,348,2,670,2,6,Documentary,4,4.99,17.99,Roger Quintanilla,2005-07-09,2005-07-11
7825,4340,348,1,945,2,6,Documentary,5,0.99,22.99,Roger Quintanilla,2005-07-28,2005-08-06
4807,4511,348,2,985,1,14,Sci-Fi,4,4.99,19.99,Roger Quintanilla,2005-07-08,2005-07-16
2499,3172,348,2,697,1,1,Action,7,0.99,16.99,Roger Quintanilla,2005-06-18,2005-06-20
4633,3178,348,1,697,2,1,Action,7,0.99,16.99,Roger Quintanilla,2005-07-08,2005-07-15
10769,3222,348,1,707,2,1,Action,5,2.99,29.99,Roger Quintanilla,2005-08-01,2005-08-05
1654,1039,348,2,232,1,10,Games,7,2.99,29.99,Roger Quintanilla,2005-06-16,2005-06-20
3494,3149,348,1,691,2,15,Sports,6,4.99,29.99,Roger Quintanilla,2005-07-05,2005-07-11
7482,485,348,2,109,1,13,New,3,0.99,17.99,Roger Quintanilla,2005-07-27,2005-08-05
4699,2462,348,2,538,2,13,New,7,0.99,19.99,Roger Quintanilla,2005-07-08,2005-07-14
1403,3380,546,2,741,2,12,Music,7,0.99,28.99,Kelly Knott,2005-06-15,2005-06-22
9087,4048,546,1,881,2,11,Horror,5,4.99,13.99,Kelly Knott,2005-07-30,2005-08-02
1787,3823,546,2,837,2,5,Comedy,4,2.99,19.99,Kelly Knott,2005-06-16,2005-06-21
5629,400,546,1,89,1,2,Animation,7,0.99,22.99,Kelly Knott,2005-07-10,2005-07-16
1181,2973,546,2,651,2,2,Animation,3,0.99,20.99,Kelly Knott,2005-06-15,2005-06-19
6758,4098,546,2,892,2,2,Animation,3,4.99,18.99,Kelly Knott,2005-07-12,2005-07-20
482,4178,546,2,908,2,9,Foreign,3,4.99,11.99,Kelly Knott,2005-05-27,2005-06-01
2361,3547,546,1,775,2,7,Drama,4,4.99,18.99,Kelly Knott,2005-06-18,2005-06-23
4734,1928,546,2,418,2,7,Drama,5,0.99,27.99,Kelly Knott,2005-07-08,2005-07-10
6786,2011,546,2,437,2,8,Family,7,2.99,13.99,Kelly Knott,2005-07-12,2005-07-16
9626,2216,546,1,479,2,8,Family,7,0.99,12.99,Kelly Knott,2005-07-31,2005-08-08
6910,1290,546,1,285,1,14,Sci-Fi,3,0.99,18.99,Kelly Knott,2005-07-12,2005-07-21
197,4212,546,2,915,2,1,Action,7,4.99,9.99,Kelly Knott,2005-05-26,2005-06-03
3738,578,546,1,126,2,1,Action,3,4.99,16.99,Kelly Knott,2005-07-06,2005-07-09
10370,4358,546,2,949,2,10,Games,6,0.99,27.99,Kelly Knott,2005-08-01,2005-08-05
8532,3045,546,2,668,1,15,Sports,7,4.99,25.99,Kelly Knott,2005-07-29,2005-08-02
4664,1318,546,2,291,1,15,Sports,5,0.99,10.99,Kelly Knott,2005-07-08,2005-07-12
5500,3380,457,1,741,2,12,Music,7,0.99,28.99,Bill Gavin,2005-07-10,2005-07-15
1453,3274,457,2,721,1,12,Music,7,4.99,23.99,Bill Gavin,2005-06-15,2005-06-19
1727,2951,457,1,647,2,12,Music,4,0.99,18.99,Bill Gavin,2005-06-16,2005-06-17
2030,4024,457,1,877,1,12,Music,4,0.99,23.99,Bill Gavin,2005-06-17,2005-06-19
4600,1526,457,1,334,1,11,Horror,6,4.99,21.99,Bill Gavin,2005-07-08,2005-07-15
1024,2310,457,2,502,1,5,Comedy,4,2.99,21.99,Bill Gavin,2005-05-31,2005-06-09
10049,854,457,1,188,1,5,Comedy,7,2.99,24.99,Bill Gavin,2005-07-31,2005-08-03
8502,2149,457,1,464,2,2,Animation,3,2.99,13.99,Bill Gavin,2005-07-29,2005-07-30
2172,2912,457,1,640,2,9,Foreign,5,4.99,21.99,Bill Gavin,2005-06-18,2005-06-26
7184,2324,457,2,504,2,7,Drama,5,0.99,25.99,Bill Gavin,2005-07-27,2005-08-02
2670,3518,457,2,771,1,7,Drama,3,4.99,23.99,Bill Gavin,2005-06-19,2005-06-21
2762,3431,457,2,753,1,8,Family,3,0.99,20.99,Bill Gavin,2005-06-19,2005-06-25
8373,2070,457,1,449,2,14,Sci-Fi,4,2.99,12.99,Bill Gavin,2005-07-29,2005-08-04
2811,3890,457,2,850,1,1,Action,7,0.99,27.99,Bill Gavin,2005-06-19,2005-06-22
3184,3179,457,1,697,2,1,Action,7,0.99,16.99,Bill Gavin,2005-06-20,2005-06-29
3115,2193,457,1,474,2,15,Sports,6,2.99,21.99,Bill Gavin,2005-06-20,2005-06-26
6467,2067,457,2,448,2,13,New,3,2.99,25.99,Bill Gavin,2005-07-12,2005-07-20
8171,3380,296,1,741,2,12,Music,7,0.99,28.99,Ramona Hale,2005-07-28,2005-07-30
3810,342,296,2,76,1,12,Music,4,0.99,23.99,Ramona Hale,2005-07-06,2005-07-12
3119,683,296,2,149,2,3,Children,7,0.99,21.99,Ramona Hale,2005-06-20,2005-06-27
5589,3673,296,1,804,1,11,Horror,7,4.99,13.99,Ramona Hale,2005-07-10,2005-07-10
6398,1409,296,2,308,2,5,Comedy,3,2.99,13.99,Ramona Hale,2005-07-11,2005-07-17
3034,2755,296,2,604,2,5,Comedy,4,0.99,10.99,Ramona Hale,2005-06-20,2005-06-24
3486,4067,296,1,887,1,2,Animation,5,4.99,28.99,Ramona Hale,2005-07-05,2005-07-13
5090,1728,296,2,376,2,9,Foreign,4,0.99,20.99,Ramona Hale,2005-07-09,2005-07-11
162,1229,296,2,272,1,7,Drama,5,4.99,9.99,Ramona Hale,2005-05-26,2005-05-27
9304,2937,296,2,645,1,16,Travel,7,2.99,18.99,Ramona Hale,2005-07-30,2005-08-02
4480,4457,296,2,973,2,6,Documentary,3,4.99,27.99,Ramona Hale,2005-07-08,2005-07-10
956,647,296,2,140,2,14,Sci-Fi,6,0.99,23.99,Ramona Hale,2005-05-30,2005-06-07
511,3827,296,1,838,2,1,Action,5,4.99,25.99,Ramona Hale,2005-05-28,2005-06-03
6967,1145,296,1,253,1,1,Action,5,4.99,18.99,Ramona Hale,2005-07-27,2005-08-03
6016,651,296,1,141,1,10,Games,6,4.99,11.99,Ramona Hale,2005-07-11,2005-07-17
9249,2015,296,1,438,2,10,Games,3,2.99,22.99,Ramona Hale,2005-07-30,2005-08-05
869,3399,296,2,745,2,15,Sports,5,4.99,23.99,Ramona Hale,2005-05-30,2005-06-03
1659,1182,296,1,263,1,15,Sports,6,4.99,14.99,Ramona Hale,2005-06-16,2005-06-20
7568,1578,296,1,346,2,4,Classics,4,4.99,13.99,Ramona Hale,2005-07-27,2005-07-29
2513,3379,515,2,741,1,12,Music,7,0.99,28.99,Andre Rapp,2005-06-18,2005-06-24
1531,1388,515,1,304,2,3,Children,3,2.99,28.99,Andre Rapp,2005-06-16,2005-06-22
2484,1511,515,2,330,2,2,Animation,7,4.99,22.99,Andre Rapp,2005-06-18,2005-06-24
3782,3365,515,2,738,2,9,Foreign,3,0.99,27.99,Andre Rapp,2005-07-06,2005-07-09
5546,2918,515,1,641,2,9,Foreign,4,0.99,21.99,Andre Rapp,2005-07-10,2005-07-16
7429,2160,515,1,467,1,9,Foreign,6,0.99,10.99,Andre Rapp,2005-07-27,2005-08-05
5697,934,515,2,207,1,9,Foreign,7,4.99,26.99,Andre Rapp,2005-07-10,2005-07-12
2003,1581,515,2,347,1,16,Travel,7,4.99,17.99,Andre Rapp,2005-06-17,2005-06-19
187,4004,515,1,872,2,16,Travel,3,2.99,27.99,Andre Rapp,2005-05-26,2005-06-04
292,4264,515,1,927,1,1,Action,6,2.99,16.99,Andre Rapp,2005-05-26,2005-06-05
1244,1026,515,1,229,2,1,Action,6,4.99,12.99,Andre Rapp,2005-06-15,2005-06-20
10716,3405,515,1,746,2,10,Games,3,0.99,10.99,Andre Rapp,2005-08-01,2005-08-04
10159,1174,515,2,260,2,15,Sports,3,4.99,9.99,Andre Rapp,2005-07-31,2005-08-03
4111,1009,515,1,226,2,13,New,4,4.99,20.99,Andre Rapp,2005-07-07,2005-07-13
8706,2886,515,1,633,2,4,Classics,6,4.99,10.99,Andre Rapp,2005-07-29,2005-08-03
3063,3954,515,2,862,2,4,Classics,5,0.99,25.99,Andre Rapp,2005-06-20,2005-06-28
5216,1644,515,2,358,2,4,Classics,5,0.99,29.99,Andre Rapp,2005-07-09,2005-07-12
3636,3379,591,2,741,1,12,Music,7,0.99,28.99,Kent Arsenault,2005-07-06,2005-07-08
7212,2905,591,2,638,2,5,Comedy,7,2.99,23.99,Kent Arsenault,2005-07-27,2005-08-01
7118,582,591,2,127,1,5,Comedy,5,4.99,14.99,Kent Arsenault,2005-07-27,2005-08-05
1418,2974,591,2,651,2,2,Animation,3,0.99,20.99,Kent Arsenault,2005-06-15,2005-06-18
7511,4044,591,2,880,2,2,Animation,6,2.99,9.99,Kent Arsenault,2005-07-27,2005-08-04
7997,1845,591,1,402,1,2,Animation,3,0.99,15.99,Kent Arsenault,2005-07-28,2005-08-04
5704,2104,591,1,456,2,2,Animation,6,4.99,18.99,Kent Arsenault,2005-07-10,2005-07-17
3435,451,591,1,100,1,9,Foreign,7,4.99,21.99,Kent Arsenault,2005-06-21,2005-06-24
8666,3669,591,1,803,1,7,Drama,7,4.99,29.99,Kent Arsenault,2005-07-29,2005-08-06
9684,362,591,2,79,2,7,Drama,5,0.99,10.99,Kent Arsenault,2005-07-31,2005-08-01
3341,2189,591,1,473,2,7,Drama,5,2.99,16.99,Kent Arsenault,2005-06-21,2005-06-26
7741,3917,591,1,855,1,6,Documentary,7,0.99,28.99,Kent Arsenault,2005-07-28,2005-08-02
5759,816,591,1,177,2,14,Sci-Fi,4,4.99,20.99,Kent Arsenault,2005-07-10,2005-07-16
8819,3100,591,2,681,1,15,Sports,4,0.99,20.99,Kent Arsenault,2005-07-29,2005-08-06
4581,887,591,1,197,1,15,Sports,4,2.99,27.99,Kent Arsenault,2005-07-08,2005-07-16
10415,2597,591,1,570,2,15,Sports,5,4.99,20.99,Kent Arsenault,2005-08-01,2005-08-04
7549,1765,591,1,383,1,15,Sports,6,0.99,13.99,Kent Arsenault,2005-07-27,2005-08-05
8149,1790,591,2,389,1,15,Sports,3,2.99,9.99,Kent Arsenault,2005-07-28,2005-08-01
4383,2649,591,2,580,2,13,New,3,4.99,12.99,Kent Arsenault,2005-07-07,2005-07-17
7266,3379,24,1,741,1,12,Music,7,0.99,28.99,Kimberly Lee,2005-07-27,2005-08-04
5310,1565,24,2,344,1,3,Children,3,0.99,28.99,Kimberly Lee,2005-07-09,2005-07-12
9723,3968,24,1,864,2,3,Children,5,0.99,21.99,Kimberly Lee,2005-07-31,2005-08-03
4378,1244,24,2,275,1,11,Horror,3,0.99,11.99,Kimberly Lee,2005-07-07,2005-07-12
1716,20,24,1,4,2,11,Horror,5,2.99,26.99,Kimberly Lee,2005-06-16,2005-06-19
6855,2657,24,2,583,1,2,Animation,3,4.99,26.99,Kimberly Lee,2005-07-12,2005-07-15
1077,1986,24,1,433,1,2,Animation,4,2.99,23.99,Kimberly Lee,2005-05-31,2005-06-02
8947,341,24,2,75,2,16,Travel,6,4.99,14.99,Kimberly Lee,2005-07-30,2005-08-04
2116,2373,24,2,518,1,16,Travel,5,4.99,15.99,Kimberly Lee,2005-06-17,2005-06-18
3649,3564,24,1,778,2,8,Family,3,4.99,24.99,Kimberly Lee,2005-07-06,2005-07-12
10491,3091,24,2,679,2,8,Family,6,2.99,17.99,Kimberly Lee,2005-08-01,2005-08-04
2451,835,24,1,183,1,8,Family,4,4.99,14.99,Kimberly Lee,2005-06-18,2005-06-23
1007,3185,24,2,698,2,6,Documentary,3,2.99,29.99,Kimberly Lee,2005-05-31,2005-06-07
2070,2609,24,1,572,2,14,Sci-Fi,4,2.99,9.99,Kimberly Lee,2005-06-17,2005-06-20
9925,2351,24,1,511,2,1,Action,7,0.99,23.99,Kimberly Lee,2005-07-31,2005-08-02
2963,1444,24,1,316,2,10,Games,5,4.99,18.99,Kimberly Lee,2005-06-20,2005-06-28
5648,4359,24,2,951,1,4,Classics,6,0.99,28.99,Kimberly Lee,2005-07-10,2005-07-16
2384,3378,132,1,741,1,12,Music,7,0.99,28.99,Esther Crawford,2005-06-18,2005-06-21
3121,797,132,1,174,1,12,Music,6,4.99,13.99,Esther Crawford,2005-06-20,2005-06-21
5684,99,132,1,20,1,12,Music,4,4.99,23.99,Esther Crawford,2005-07-10,2005-07-15
3706,681,132,2,149,2,3,Children,7,0.99,21.99,Esther Crawford,2005-07-06,2005-07-09
2924,580,132,1,127,1,5,Comedy,5,4.99,14.99,Esther Crawford,2005-06-20,2005-06-21
4557,1191,132,2,265,1,5,Comedy,5,4.99,28.99,Esther Crawford,2005-07-08,2005-07-14
2208,2345,132,2,510,1,2,Animation,6,4.99,29.99,Esther Crawford,2005-06-18,2005-06-23
5391,402,132,1,89,2,2,Animation,7,0.99,22.99,Esther Crawford,2005-07-09,2005-07-18
7432,3169,132,2,696,2,2,Animation,6,0.99,20.99,Esther Crawford,2005-07-27,2005-07-28
1843,2714,132,2,595,2,9,Foreign,7,0.99,20.99,Esther Crawford,2005-06-16,2005-06-22
7631,2437,132,2,531,2,9,Foreign,3,0.99,18.99,Esther Crawford,2005-07-28,2005-08-01
2608,1618,132,1,353,2,9,Foreign,6,2.99,22.99,Esther Crawford,2005-06-19,2005-06-24
10619,2189,132,2,473,2,7,Drama,5,2.99,16.99,Esther Crawford,2005-08-01,2005-08-07
5703,1585,132,1,348,2,8,Family,7,0.99,9.99,Esther Crawford,2005-07-10,2005-07-16
6239,4107,132,2,893,2,14,Sci-Fi,4,4.99,11.99,Esther Crawford,2005-07-11,2005-07-17
3825,630,132,1,137,2,14,Sci-Fi,3,2.99,21.99,Esther Crawford,2005-07-06,2005-07-09
4168,1872,132,2,408,2,10,Games,4,4.99,28.99,Esther Crawford,2005-07-07,2005-07-09
10400,3897,132,1,851,1,15,Sports,3,0.99,19.99,Esther Crawford,2005-08-01,2005-08-10
4903,1769,132,1,383,2,15,Sports,6,0.99,13.99,Esther Crawford,2005-07-08,2005-07-13
6978,3645,132,2,796,1,15,Sports,3,0.99,12.99,Esther Crawford,2005-07-27,2005-07-31
4534,2518,132,2,554,1,4,Classics,6,2.99,22.99,Esther Crawford,2005-07-08,2005-07-16
10243,2236,132,1,484,1,4,Classics,3,2.99,13.99,Esther Crawford,2005-08-01,2005-08-06
10638,2239,132,2,484,1,4,Classics,3,2.99,13.99,Esther Crawford,2005-08-01,2005-08-08
5715,1638,132,1,357,2,4,Classics,7,0.99,13.99,Esther Crawford,2005-07-10,2005-07-18
6380,3378,172,1,741,1,12,Music,7,0.99,28.99,Bernice Willis,2005-07-11,2005-07-17
449,2469,172,2,540,1,12,Music,7,2.99,10.99,Bernice Willis,2005-05-27,2005-06-04
4878,4009,172,1,873,1,3,Children,3,0.99,13.99,Bernice Willis,2005-07-08,2005-07-17
685,1385,172,2,304,1,3,Children,3,2.99,28.99,Bernice Willis,2005-05-29,2005-06-05
7122,1699,172,2,370,1,3,Children,4,2.99,26.99,Bernice Willis,2005-07-27,2005-08-04
6875,3420,172,2,749,1,11,Horror,6,4.99,19.99,Bernice Willis,2005-07-12,2005-07-19
7135,2959,172,1,649,1,2,Animation,4,2.99,14.99,Bernice Willis,2005-07-27,2005-07-28
9218,119,172,1,23,2,2,Animation,3,0.99,9.99,Bernice Willis,2005-07-30,2005-08-07
3032,3734,172,1,816,2,2,Animation,3,0.99,27.99,Bernice Willis,2005-06-20,2005-06-24
8944,3513,172,2,769,2,9,Foreign,5,4.99,21.99,Bernice Willis,2005-07-30,2005-08-06
7261,942,172,2,209,1,7,Drama,6,2.99,24.99,Bernice Willis,2005-07-27,2005-07-28
10312,4389,172,2,958,2,7,Drama,6,2.99,19.99,Bernice Willis,2005-08-01,2005-08-08
837,977,172,2,218,1,7,Drama,7,0.99,22.99,Bernice Willis,2005-05-30,2005-06-02
7194,254,172,1,57,1,16,Travel,4,2.99,18.99,Bernice Willis,2005-07-27,2005-08-01
6246,2376,172,2,518,2,16,Travel,5,4.99,15.99,Bernice Willis,2005-07-11,2005-07-19
7638,1890,172,1,412,1,6,Documentary,6,4.99,25.99,Bernice Willis,2005-07-28,2005-07-28
1507,2514,172,1,552,2,6,Documentary,5,0.99,15.99,Bernice Willis,2005-06-15,2005-06-19
2052,1686,172,1,367,2,14,Sci-Fi,6,0.99,20.99,Bernice Willis,2005-06-17,2005-06-21
4821,1690,172,1,369,1,14,Sci-Fi,4,4.99,22.99,Bernice Willis,2005-07-08,2005-07-11
10621,1650,172,1,360,1,1,Action,4,0.99,24.99,Bernice Willis,2005-08-01,2005-08-04
4820,2672,172,2,586,2,1,Action,4,0.99,27.99,Bernice Willis,2005-07-08,2005-07-17
9118,4538,172,2,991,1,1,Action,4,2.99,26.99,Bernice Willis,2005-07-30,2005-08-02
6537,3381,207,2,741,2,12,Music,7,0.99,28.99,Gertrude Castillo,2005-07-12,2005-07-19
1144,2450,207,1,535,1,11,Horror,6,0.99,21.99,Gertrude Castillo,2005-05-31,2005-06-09
4816,2700,207,1,593,2,11,Horror,6,0.99,13.99,Gertrude Castillo,2005-07-08,2005-07-11
3687,2040,207,1,444,1,5,Comedy,3,4.99,22.99,Gertrude Castillo,2005-07-06,2005-07-14
9652,448,207,2,99,2,5,Comedy,7,2.99,14.99,Gertrude Castillo,2005-07-31,2005-08-06
826,2263,207,1,489,1,2,Animation,4,0.99,14.99,Gertrude Castillo,2005-05-29,2005-06-08
1945,3366,207,2,738,2,9,Foreign,3,0.99,27.99,Gertrude Castillo,2005-06-17,2005-06-23
4018,906,207,2,201,1,9,Foreign,7,2.99,18.99,Gertrude Castillo,2005-07-07,2005-07-12
8800,2082,207,2,451,2,16,Travel,7,4.99,12.99,Gertrude Castillo,2005-07-29,2005-08-06
5939,4491,207,2,981,1,16,Travel,7,0.99,13.99,Gertrude Castillo,2005-07-10,2005-07-14
7540,2198,207,2,476,1,8,Family,5,2.99,9.99,Gertrude Castillo,2005-07-27,2005-08-04
3584,367,207,1,80,1,8,Family,7,2.99,21.99,Gertrude Castillo,2005-07-06,2005-07-13
10300,4334,207,1,945,1,6,Documentary,5,0.99,22.99,Gertrude Castillo,2005-08-01,2005-08-04
5258,3125,207,2,687,1,6,Documentary,6,0.99,15.99,Gertrude Castillo,2005-07-09,2005-07-11
659,1382,207,2,303,2,1,Action,6,0.99,27.99,Gertrude Castillo,2005-05-28,2005-05-31
39,4466,207,2,976,1,10,Games,6,0.99,12.99,Gertrude Castillo,2005-05-25,2005-05-31
