customer_id,store_id,first_name,last_name,email,address_id,activebool,create_date,active,name_customer,address,district,city_id,postal_code,phone,city,country_id,country
145,1,Lucille,Holmes,lucille.holmes@sakilacustomer.org,149,True,2006-02-14,1,Lucille Holmes,999 Sanaa Loop,Gauteng,491,3439,918032330119.0,Soshanguve,85,South Africa
146,1,Jamie,Rice,jamie.rice@sakilacustomer.org,150,True,2006-02-14,1,Jamie Rice,879 Newcastle Way,Michigan,499,90732,206841104594.0,Sterling Heights,103,United States
147,2,Joanne,Robertson,joanne.robertson@sakilacustomer.org,151,True,2006-02-14,1,Joanne Robertson,1337 Lincoln Parkway,Saitama,555,99457,597815221267.0,Urawa,50,Japan
148,1,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,152,True,2006-02-14,1,Eleanor Hunt,1952 Pune Lane,Saint-Denis,442,92150,354615066969.0,Saint-Denis,79,Runion
149,1,Valerie,Black,valerie.black@sakilacustomer.org,153,True,2006-02-14,1,Valerie Black,782 Mosul Street,Massachusetts,94,25545,885899703621.0,Brockton,103,United States
150,2,Danielle,Daniels,danielle.daniels@sakilacustomer.org,154,True,2006-02-14,1,Danielle Daniels,781 Shimonoseki Drive,Michoacn de Ocampo,202,95444,632316273199.0,Hidalgo,60,Mexico
151,2,Megan,Palmer,megan.palmer@sakilacustomer.org,155,True,2006-02-14,1,Megan Palmer,1560 Jelets Boulevard,Shandong,291,77777,189446090264.0,Laiwu,23,China
152,1,Alicia,Mills,alicia.mills@sakilacustomer.org,156,True,2006-02-14,1,Alicia Mills,1963 Moscow Place,Assam,354,64863,761379480249.0,Nagaon,44,India
153,2,Suzanne,Nichols,suzanne.nichols@sakilacustomer.org,157,True,2006-02-14,1,Suzanne Nichols,456 Escobar Way,Jakarta Raya,232,36061,719202533520.0,Jakarta,45,Indonesia
154,2,Michele,Grant,michele.grant@sakilacustomer.org,158,True,2006-02-14,1,Michele Grant,798 Cianjur Avenue,Shanxi,590,76990,499408708580.0,Yuncheng,23,China
155,1,Gail,Knight,gail.knight@sakilacustomer.org,159,True,2006-02-14,1,Gail Knight,185 Novi Sad Place,Bern,72,41778,904253967161.0,Bern,91,Switzerland
156,1,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,160,True,2006-02-14,1,Bertha Ferguson,1367 Yantai Manor,Ondo & Ekiti,381,21294,889538496300.0,Ondo,69,Nigeria
157,2,Darlene,Rose,darlene.rose@sakilacustomer.org,161,True,2006-02-14,1,Darlene Rose,1386 Nakhon Sawan Boulevard,Pyongyang-si,420,53502,368899174225.0,Pyongyang,70,North Korea
158,1,Veronica,Stone,veronica.stone@sakilacustomer.org,162,True,2006-02-14,1,Veronica Stone,369 Papeete Way,North Carolina,187,66639,170117068815.0,Greensboro,103,United States
159,1,Jill,Hawkins,jill.hawkins@sakilacustomer.org,163,True,2006-02-14,1,Jill Hawkins,1440 Compton Place,North Austria,307,81037,931059836497.0,Linz,9,Austria
160,2,Erin,Dunn,erin.dunn@sakilacustomer.org,164,True,2006-02-14,1,Erin Dunn,1623 Baha Blanca Manor,Moskova,310,81511,149981248346.0,Ljubertsy,80,Russian Federation
161,1,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,165,True,2006-02-14,1,Geraldine Perkins,97 Shimoga Avenue,Tel Aviv,533,44660,177167004331.0,Tel Aviv-Jaffa,48,Israel
162,2,Lauren,Hudson,lauren.hudson@sakilacustomer.org,166,True,2006-02-14,1,Lauren Hudson,1740 Le Mans Loop,Pays de la Loire,297,22853,168476538960.0,Le Mans,34,France
163,1,Cathy,Spencer,cathy.spencer@sakilacustomer.org,167,True,2006-02-14,1,Cathy Spencer,1287 Xiangfan Boulevard,Gifu,253,57844,819416131190.0,Kakamigahara,50,Japan
164,2,Joann,Gardner,joann.gardner@sakilacustomer.org,168,True,2006-02-14,1,Joann Gardner,842 Salzburg Lane,Adana,529,3313,697151428760.0,Tarsus,97,Turkey
165,2,Lorraine,Stephens,lorraine.stephens@sakilacustomer.org,169,True,2006-02-14,1,Lorraine Stephens,154 Tallahassee Loop,Xinxiang,199,62250,935508855935.0,Hami,23,China
166,1,Lynn,Payne,lynn.payne@sakilacustomer.org,170,True,2006-02-14,1,Lynn Payne,710 San Felipe del Progreso Avenue,Lilongwe,304,76901,843801144113.0,Lilongwe,58,Malawi
167,2,Sally,Pierce,sally.pierce@sakilacustomer.org,171,True,2006-02-14,1,Sally Pierce,1540 Wroclaw Drive,Maharashtra,107,62686,182363341674.0,Chandrapur,44,India
168,1,Regina,Berry,regina.berry@sakilacustomer.org,172,True,2006-02-14,1,Regina Berry,475 Atinsk Way,Gansu,240,59571,201705577290.0,Jinchang,23,China
169,2,Erica,Matthews,erica.matthews@sakilacustomer.org,173,True,2006-02-14,0,Erica Matthews,1294 Firozabad Drive,Jiangxi,407,70618,161801569569.0,Pingxiang,23,China
170,1,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,174,True,2006-02-14,1,Beatrice Arnold,1877 Ezhou Lane,Rajasthan,550,63337,264541743403.0,Udaipur,44,India
171,2,Dolores,Wagner,dolores.wagner@sakilacustomer.org,175,True,2006-02-14,1,Dolores Wagner,316 Uruapan Street,Perak,223,58194,275788967899.0,Ipoh,59,Malaysia
172,1,Bernice,Willis,bernice.willis@sakilacustomer.org,176,True,2006-02-14,1,Bernice Willis,29 Pyongyang Loop,Batman,58,47753,734780743462.0,Batman,97,Turkey
173,1,Audrey,Ray,audrey.ray@sakilacustomer.org,177,True,2006-02-14,1,Audrey Ray,1010 Klerksdorp Way,Steiermark,186,6802,493008546874.0,Graz,9,Austria
174,2,Yvonne,Watkins,yvonne.watkins@sakilacustomer.org,178,True,2006-02-14,1,Yvonne Watkins,1848 Salala Boulevard,Miranda,373,25220,48265851133.0,Ocumare del Tuy,104,Venezuela
175,1,Annette,Olson,annette.olson@sakilacustomer.org,179,True,2006-02-14,1,Annette Olson,431 Xiangtan Avenue,Kerala,18,4854,230250973122.0,Allappuzha (Alleppey),44,India
176,1,June,Carroll,june.carroll@sakilacustomer.org,180,True,2006-02-14,1,June Carroll,757 Rustenburg Avenue,Skikda,483,89668,506134035434.0,Skikda,2,Algeria
177,2,Samantha,Duncan,samantha.duncan@sakilacustomer.org,181,True,2006-02-14,1,Samantha Duncan,146 Johannesburg Way,Tamaulipas,330,54132,953689007081.0,Matamoros,60,Mexico
178,2,Marion,Snyder,marion.snyder@sakilacustomer.org,182,True,2006-02-14,1,Marion Snyder,1891 Rizhao Boulevard,So Paulo,456,47288,391065549876.0,Santa Brbara dOeste,15,Brazil
179,1,Dana,Hart,dana.hart@sakilacustomer.org,183,True,2006-02-14,1,Dana Hart,1089 Iwatsuki Avenue,Kirov,270,35109,866092335135.0,Kirovo-Tepetsk,80,Russian Federation
180,2,Stacy,Cunningham,stacy.cunningham@sakilacustomer.org,184,True,2006-02-14,1,Stacy Cunningham,1410 Benin City Parkway,Risaralda,405,29747,104150372603.0,Pereira,24,Colombia
181,2,Ana,Bradley,ana.bradley@sakilacustomer.org,185,True,2006-02-14,1,Ana Bradley,682 Garden Grove Place,Tennessee,333,67497,72136330362.0,Memphis,103,United States
182,1,Renee,Lane,renee.lane@sakilacustomer.org,186,True,2006-02-14,1,Renee Lane,533 al-Ayn Boulevard,California,126,8862,662227486184.0,Compton,103,United States
183,2,Ida,Andrews,ida.andrews@sakilacustomer.org,187,True,2006-02-14,1,Ida Andrews,1839 Szkesfehrvr Parkway,Gois,317,55709,947468818183.0,Luzinia,15,Brazil
184,1,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,188,True,2006-02-14,1,Vivian Ruiz,741 Ambattur Manor,Noord-Brabant,438,43310,302590383819.0,s-Hertogenbosch,67,Netherlands
185,1,Roberta,Harper,roberta.harper@sakilacustomer.org,189,True,2006-02-14,1,Roberta Harper,927 Barcelona Street,Chaharmahal va Bakht,467,65121,951486492670.0,Shahr-e Kord,46,Iran
186,2,Holly,Fox,holly.fox@sakilacustomer.org,190,True,2006-02-14,1,Holly Fox,435 0 Way,West Bengali,195,74750,760171523969.0,Haldia,44,India
187,2,Brittany,Riley,brittany.riley@sakilacustomer.org,191,True,2006-02-14,1,Brittany Riley,140 Chiayi Parkway,Sumy,506,38982,855863906434.0,Sumy,100,Ukraine
188,1,Melanie,Armstrong,melanie.armstrong@sakilacustomer.org,192,True,2006-02-14,1,Melanie Armstrong,1166 Changhwa Street,Caraga,62,58852,650752094490.0,Bayugan,75,Philippines
189,1,Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,193,True,2006-02-14,1,Loretta Carpenter,891 Novi Sad Manor,Ontario,383,5379,247646995453.0,Oshawa,20,Canada
190,2,Yolanda,Weaver,yolanda.weaver@sakilacustomer.org,194,True,2006-02-14,1,Yolanda Weaver,605 Rio Claro Parkway,Tabora,513,49348,352469351088.0,Tabora,93,Tanzania
191,1,Jeanette,Greene,jeanette.greene@sakilacustomer.org,195,True,2006-02-14,1,Jeanette Greene,1077 San Felipe de Puerto Plata Place,Rostov-na-Donu,369,65387,812824036424.0,Novoterkassk,80,Russian Federation
192,1,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,196,True,2006-02-14,1,Laurie Lawrence,9 San Miguel de Tucumn Manor,Uttar Pradesh,169,90845,956188728558.0,Firozabad,44,India
193,2,Katie,Elliott,katie.elliott@sakilacustomer.org,197,True,2006-02-14,1,Katie Elliott,447 Surakarta Loop,Nyanza,271,10428,940830176580.0,Kisumu,52,Kenya
194,2,Kristen,Chavez,kristen.chavez@sakilacustomer.org,198,True,2006-02-14,1,Kristen Chavez,345 Oshawa Boulevard,Tokyo-to,204,32114,104491201771.0,Hino,50,Japan
195,1,Vanessa,Sims,vanessa.sims@sakilacustomer.org,199,True,2006-02-14,1,Vanessa Sims,1792 Valle de la Pascua Place,Nordrhein-Westfalen,477,15540,419419591240.0,Siegen,38,Germany
196,1,Alma,Austin,alma.austin@sakilacustomer.org,200,True,2006-02-14,1,Alma Austin,1074 Binzhou Manor,Baden-Wrttemberg,325,36490,331132568928.0,Mannheim,38,Germany
197,2,Sue,Peters,sue.peters@sakilacustomer.org,201,True,2006-02-14,1,Sue Peters,817 Bradford Loop,Jiangsu,109,89459,264286442804.0,Changzhou,23,China
198,2,Elsie,Kelley,elsie.kelley@sakilacustomer.org,202,True,2006-02-14,1,Elsie Kelley,955 Bamenda Way,Ondo & Ekiti,218,1545,768481779568.0,Ikerre,69,Nigeria
199,2,Beth,Franklin,beth.franklin@sakilacustomer.org,203,True,2006-02-14,1,Beth Franklin,1149 A Corua (La Corua) Boulevard,Haiphong,194,95824,470884141195.0,Haiphong,105,Vietnam
200,2,Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,204,True,2006-02-14,1,Jeanne Lawson,387 Mwene-Ditu Drive,Ahal,35,8073,764477681869.0,Ashgabat,98,Turkmenistan
201,1,Vicki,Fields,vicki.fields@sakilacustomer.org,205,True,2006-02-14,1,Vicki Fields,68 Molodetno Manor,Nordrhein-Westfalen,575,4662,146640639760.0,Witten,38,Germany
202,2,Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,206,True,2006-02-14,1,Carla Gutierrez,642 Nador Drive,Maharashtra,77,3924,369050085652.0,Bhusawal,44,India
203,1,Tara,Ryan,tara.ryan@sakilacustomer.org,207,True,2006-02-14,1,Tara Ryan,1688 Nador Lane,Sulawesi Utara,184,61613,652218196731.0,Gorontalo,45,Indonesia
204,1,Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,208,True,2006-02-14,1,Rosemary Schmidt,1215 Pyongyang Parkway,Usak,557,25238,646237101779.0,Usak,97,Turkey
205,2,Eileen,Carr,eileen.carr@sakilacustomer.org,209,True,2006-02-14,1,Eileen Carr,1679 Antofagasta Street,Alto Paran,122,86599,905903574913.0,Ciudad del Este,73,Paraguay
206,1,Terri,Vasquez,terri.vasquez@sakilacustomer.org,210,True,2006-02-14,1,Terri Vasquez,1304 s-Hertogenbosch Way,Santa Catarina,83,10925,90336226227.0,Blumenau,15,Brazil
207,1,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,211,True,2006-02-14,1,Gertrude Castillo,850 Salala Loop,Kitaa,371,10800,403404780639.0,Nuuk,40,Greenland
208,1,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,212,True,2006-02-14,1,Lucy Wheeler,624 Oshawa Boulevard,West Bengali,51,89959,49677664184.0,Balurghat,44,India
209,2,Tonya,Chapman,tonya.chapman@sakilacustomer.org,213,True,2006-02-14,1,Tonya Chapman,43 Dadu Avenue,Rajasthan,74,4855,95666951770.0,Bhilwara,44,India
210,2,Ella,Oliver,ella.oliver@sakilacustomer.org,214,True,2006-02-14,1,Ella Oliver,751 Lima Loop,Aden,7,99405,756460337785.0,Aden,107,Yemen
211,1,Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,215,True,2006-02-14,1,Stacey Montgomery,1333 Haldia Street,Jilin,174,82161,408304391718.0,Fuyu,23,China
212,2,Wilma,Richards,wilma.richards@sakilacustomer.org,216,True,2006-02-14,1,Wilma Richards,660 Jedda Boulevard,Washington,65,25053,168758068397.0,Bellevue,103,United States
213,1,Gina,Williamson,gina.williamson@sakilacustomer.org,217,True,2006-02-14,1,Gina Williamson,1001 Miyakonojo Lane,Taizz,518,67924,584316724815.0,Taizz,107,Yemen
214,1,Kristin,Johnston,kristin.johnston@sakilacustomer.org,218,True,2006-02-14,1,Kristin Johnston,226 Brest Manor,California,508,2299,785881412500.0,Sunnyvale,103,United States
215,2,Jessie,Banks,jessie.banks@sakilacustomer.org,219,True,2006-02-14,1,Jessie Banks,1229 Valencia Parkway,Haskovo,498,99124,352679173732.0,Stara Zagora,17,Bulgaria
216,1,Natalie,Meyer,natalie.meyer@sakilacustomer.org,220,True,2006-02-14,1,Natalie Meyer,1201 Qomsheh Manor,Gois,28,21464,873492228462.0,Aparecida de Goinia,15,Brazil
217,2,Agnes,Bishop,agnes.bishop@sakilacustomer.org,221,True,2006-02-14,1,Agnes Bishop,866 Shivapuri Manor,Uttar Pradesh,448,22474,778502731092.0,Sambhal,44,India
218,1,Vera,Mccoy,vera.mccoy@sakilacustomer.org,222,True,2006-02-14,1,Vera Mccoy,1168 Najafabad Parkway,Kabol,251,40301,886649065861.0,Kabul,1,Afghanistan
219,2,Willie,Howell,willie.howell@sakilacustomer.org,223,True,2006-02-14,1,Willie Howell,1244 Allappuzha (Alleppey) Place,Buenos Aires,567,20657,991802825778.0,Vicente Lpez,6,Argentina
220,2,Charlene,Alvarez,charlene.alvarez@sakilacustomer.org,224,True,2006-02-14,1,Charlene Alvarez,1842 Luzinia Boulevard,Zanzibar West,593,94420,706878974831.0,Zanzibar,93,Tanzania
221,1,Bessie,Morrison,bessie.morrison@sakilacustomer.org,225,True,2006-02-14,1,Bessie Morrison,1926 Gingoog Street,Sisilia,511,22824,469738825391.0,Syrakusa,49,Italy
222,2,Delores,Hansen,delores.hansen@sakilacustomer.org,226,True,2006-02-14,1,Delores Hansen,810 Palghat (Palakkad) Boulevard,Jaroslavl,235,73431,516331171356.0,Jaroslavl,80,Russian Federation
223,1,Melinda,Fernandez,melinda.fernandez@sakilacustomer.org,227,True,2006-02-14,1,Melinda Fernandez,1820 Maring Parkway,Punjab,324,88307,99760893676.0,Mandi Bahauddin,72,Pakistan
224,2,Pearl,Garza,pearl.garza@sakilacustomer.org,228,True,2006-02-14,1,Pearl Garza,60 Poos de Caldas Street,Rajasthan,243,82338,963063788669.0,Jodhpur,44,India
225,1,Arlene,Harvey,arlene.harvey@sakilacustomer.org,229,True,2006-02-14,1,Arlene Harvey,1014 Loja Manor,Tamil Nadu,22,66851,460795526514.0,Ambattur,44,India
226,2,Maureen,Little,maureen.little@sakilacustomer.org,230,True,2006-02-14,1,Maureen Little,201 Effon-Alaiye Way,Asuncin,37,64344,684192903087.0,Asuncin,73,Paraguay
227,1,Colleen,Burton,colleen.burton@sakilacustomer.org,231,True,2006-02-14,1,Colleen Burton,430 Alessandria Loop,Saarland,439,47446,669828224459.0,Saarbrcken,38,Germany
228,2,Allison,Stanley,allison.stanley@sakilacustomer.org,232,True,2006-02-14,1,Allison Stanley,754 Valencia Place,Phnom Penh,406,87911,594319417514.0,Phnom Penh,18,Cambodia
229,1,Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,233,True,2006-02-14,1,Tamara Nguyen,356 Olomouc Manor,Gois,26,93323,22326410776.0,Anpolis,15,Brazil
230,2,Joy,George,joy.george@sakilacustomer.org,234,True,2006-02-14,1,Joy George,1256 Bislig Boulevard,Botosani,86,50598,479007229460.0,Botosani,78,Romania
231,1,Georgia,Jacobs,georgia.jacobs@sakilacustomer.org,235,True,2006-02-14,1,Georgia Jacobs,954 Kimchon Place,West Bengali,559,42420,541327526474.0,Uttarpara-Kotrung,44,India
232,2,Constance,Reid,constance.reid@sakilacustomer.org,236,True,2006-02-14,1,Constance Reid,885 Yingkou Manor,Kaduna,596,31390,588964509072.0,Zaria,69,Nigeria
233,2,Lillie,Kim,lillie.kim@sakilacustomer.org,237,True,2006-02-14,1,Lillie Kim,1736 Cavite Place,Qina,216,98775,431770603551.0,Idfu,29,Egypt
234,1,Claudia,Fuller,claudia.fuller@sakilacustomer.org,238,True,2006-02-14,1,Claudia Fuller,346 Skikda Parkway,Hawalli,233,90628,630424482919.0,Jalib al-Shuyukh,53,Kuwait
235,1,Jackie,Lynch,jackie.lynch@sakilacustomer.org,239,True,2006-02-14,1,Jackie Lynch,98 Stara Zagora Boulevard,Valle,96,76448,610173756082.0,Buenaventura,24,Colombia
236,1,Marcia,Dean,marcia.dean@sakilacustomer.org,240,True,2006-02-14,1,Marcia Dean,1479 Rustenburg Boulevard,Southern Tagalog,527,18727,727785483194.0,Tanza,75,Philippines
237,1,Tanya,Gilbert,tanya.gilbert@sakilacustomer.org,241,True,2006-02-14,1,Tanya Gilbert,647 A Corua (La Corua) Street,Chollanam,357,36971,792557457753.0,Naju,86,South Korea
238,1,Nellie,Garrett,nellie.garrett@sakilacustomer.org,242,True,2006-02-14,1,Nellie Garrett,1964 Gijn Manor,Karnataka,473,14408,918119601885.0,Shimoga,44,India
239,2,Minnie,Romero,minnie.romero@sakilacustomer.org,243,True,2006-02-14,1,Minnie Romero,47 Syktyvkar Lane,West Java,118,22236,63937119031.0,Ciomas,45,Indonesia
240,1,Marlene,Welch,marlene.welch@sakilacustomer.org,244,True,2006-02-14,1,Marlene Welch,1148 Saarbrcken Parkway,Fukushima,226,1921,137773001988.0,Iwaki,50,Japan
241,2,Heidi,Larson,heidi.larson@sakilacustomer.org,245,True,2006-02-14,0,Heidi Larson,1103 Bilbays Parkway,Hubei,578,87660,279979529227.0,Xiangfan,23,China
242,1,Glenda,Frazier,glenda.frazier@sakilacustomer.org,246,True,2006-02-14,1,Glenda Frazier,1246 Boksburg Parkway,Hebei,422,28349,890283544295.0,Qinhuangdao,23,China
243,1,Lydia,Burke,lydia.burke@sakilacustomer.org,247,True,2006-02-14,1,Lydia Burke,1483 Pathankot Street,Tucumn,454,37288,686015532180.0,San Miguel de Tucumn,6,Argentina
244,2,Viola,Hanson,viola.hanson@sakilacustomer.org,248,True,2006-02-14,1,Viola Hanson,582 Papeete Loop,Central Visayas,294,27722,569868543137.0,Lapu-Lapu,75,Philippines
245,1,Courtney,Day,courtney.day@sakilacustomer.org,249,True,2006-02-14,1,Courtney Day,300 Junan Street,Kyonggi,553,81314,890289150158.0,Uijongbu,86,South Korea
246,1,Marian,Mendoza,marian.mendoza@sakilacustomer.org,250,True,2006-02-14,1,Marian Mendoza,829 Grand Prairie Way,Paran,328,6461,741070712873.0,Maring,15,Brazil
247,1,Stella,Moreno,stella.moreno@sakilacustomer.org,251,True,2006-02-14,1,Stella Moreno,1473 Changhwa Parkway,Mxico,124,75933,266798132374.0,Coacalco de Berriozbal,60,Mexico
248,1,Caroline,Bowman,caroline.bowman@sakilacustomer.org,252,True,2006-02-14,1,Caroline Bowman,1309 Weifang Street,Florida,520,57338,435785045362.0,Tallahassee,103,United States
249,2,Dora,Medina,dora.medina@sakilacustomer.org,253,True,2006-02-14,1,Dora Medina,1760 Oshawa Manor,Tianjin,535,38140,56257502250.0,Tianjin,23,China
250,2,Jo,Fowler,jo.fowler@sakilacustomer.org,254,True,2006-02-14,1,Jo Fowler,786 Stara Zagora Way,Oyo & Osun,390,98332,716256596301.0,Oyo,69,Nigeria
251,2,Vickie,Brewer,vickie.brewer@sakilacustomer.org,255,True,2006-02-14,1,Vickie Brewer,1966 Tonghae Street,Anhalt Sachsen,198,36481,567359279425.0,Halle/Saale,38,Germany
252,2,Mattie,Hoffman,mattie.hoffman@sakilacustomer.org,256,True,2006-02-14,1,Mattie Hoffman,1497 Yuzhou Drive,England,312,3433,246810237916.0,London,102,United Kingdom
253,1,Terry,Carlson,terry.carlson@sakilacustomer.org,258,True,2006-02-14,1,Terry Carlson,752 Ondo Loop,Miyazaki,338,32474,134673576619.0,Miyakonojo,50,Japan
254,2,Maxine,Silva,maxine.silva@sakilacustomer.org,259,True,2006-02-14,1,Maxine Silva,1338 Zalantun Lane,Minas Gerais,413,45403,840522972766.0,Poos de Caldas,15,Brazil
255,2,Irma,Pearson,irma.pearson@sakilacustomer.org,260,True,2006-02-14,1,Irma Pearson,127 Iwakuni Boulevard,Central Luzon,192,20777,987442542471.0,Hagonoy,75,Philippines
256,2,Mabel,Holland,mabel.holland@sakilacustomer.org,261,True,2006-02-14,1,Mabel Holland,51 Laredo Avenue,Sagaing,342,68146,884536620568.0,Monywa,64,Myanmar
257,2,Marsha,Douglas,marsha.douglas@sakilacustomer.org,262,True,2006-02-14,1,Marsha Douglas,771 Yaound Manor,Sofala,64,86768,245477603573.0,Beira,63,Mozambique
258,1,Myrtle,Fleming,myrtle.fleming@sakilacustomer.org,263,True,2006-02-14,1,Myrtle Fleming,532 Toulon Street,Santiago,460,69517,46871694740.0,Santiago de los Caballeros,27,Dominican Republic
259,2,Lena,Jensen,lena.jensen@sakilacustomer.org,264,True,2006-02-14,1,Lena Jensen,1027 Banjul Place,West Bengali,197,50390,538241037443.0,Halisahar,44,India
260,1,Christy,Vargas,christy.vargas@sakilacustomer.org,265,True,2006-02-14,1,Christy Vargas,1158 Mandi Bahauddin Parkway,Shanxi,136,98484,276555730211.0,Datong,23,China
261,1,Deanna,Byrd,deanna.byrd@sakilacustomer.org,266,True,2006-02-14,1,Deanna Byrd,862 Xintai Lane,Cagayan Valley,548,30065,265153400632.0,Tuguegarao,75,Philippines
262,2,Patsy,Davidson,patsy.davidson@sakilacustomer.org,267,True,2006-02-14,1,Patsy Davidson,816 Cayenne Parkway,Manab,414,93629,282874611748.0,Portoviejo,28,Ecuador
263,1,Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,268,True,2006-02-14,1,Hilda Hopkins,1831 Nam Dinh Loop,National Capital Reg,323,51990,322888976727.0,Mandaluyong,75,Philippines
264,1,Gwendolyn,May,gwendolyn.may@sakilacustomer.org,269,True,2006-02-14,1,Gwendolyn May,446 Kirovo-Tepetsk Lane,Osaka,203,19428,303967439816.0,Higashiosaka,50,Japan
265,2,Jennie,Terry,jennie.terry@sakilacustomer.org,270,True,2006-02-14,1,Jennie Terry,682 Halisahar Place,Severn Morava,378,20536,475553436330.0,Olomouc,26,Czech Republic
266,2,Nora,Herrera,nora.herrera@sakilacustomer.org,271,True,2006-02-14,1,Nora Herrera,1587 Loja Manor,Salzburg,447,5410,621625204422.0,Salzburg,9,Austria
267,1,Margie,Wade,margie.wade@sakilacustomer.org,272,True,2006-02-14,1,Margie Wade,1762 Paarl Parkway,Hunan,298,53928,192459639410.0,Lengshuijiang,23,China
268,1,Nina,Soto,nina.soto@sakilacustomer.org,273,True,2006-02-14,1,Nina Soto,1519 Ilorin Place,Kerala,395,49298,357445645426.0,Palghat (Palakkad),44,India
269,1,Cassandra,Walters,cassandra.walters@sakilacustomer.org,274,True,2006-02-14,1,Cassandra Walters,920 Kumbakonam Loop,California,446,75090,685010736240.0,Salinas,103,United States
270,1,Leah,Curtis,leah.curtis@sakilacustomer.org,275,True,2006-02-14,1,Leah Curtis,906 Goinia Way,Wielkopolskie,255,83565,701767622697.0,Kalisz,76,Poland
271,1,Penny,Neal,penny.neal@sakilacustomer.org,276,True,2006-02-14,0,Penny Neal,1675 Xiangfan Manor,Tamil Nadu,283,11763,271149517630.0,Kumbakonam,44,India
272,1,Kay,Caldwell,kay.caldwell@sakilacustomer.org,277,True,2006-02-14,1,Kay Caldwell,85 San Felipe de Puerto Plata Drive,Shandong,584,46063,170739645687.0,Yantai,23,China
273,2,Priscilla,Lowe,priscilla.lowe@sakilacustomer.org,278,True,2006-02-14,1,Priscilla Lowe,144 South Hill Loop,Guanajuato,445,2012,45387294817.0,Salamanca,60,Mexico
274,1,Naomi,Jennings,naomi.jennings@sakilacustomer.org,279,True,2006-02-14,1,Naomi Jennings,1884 Shikarpur Avenue,Haryana,263,85548,959949395183.0,Karnal,44,India
275,2,Carole,Barnett,carole.barnett@sakilacustomer.org,280,True,2006-02-14,1,Carole Barnett,1980 Kamjanets-Podilskyi Street,Illinois,404,89502,874337098891.0,Peoria,103,United States
276,1,Brandy,Graves,brandy.graves@sakilacustomer.org,281,True,2006-02-14,1,Brandy Graves,1944 Bamenda Way,Michigan,573,24645,75975221996.0,Warren,103,United States
277,2,Olga,Jimenez,olga.jimenez@sakilacustomer.org,282,True,2006-02-14,1,Olga Jimenez,556 Baybay Manor,Oyo & Osun,374,55802,363982224739.0,Ogbomosho,69,Nigeria
278,2,Billie,Horton,billie.horton@sakilacustomer.org,283,True,2006-02-14,1,Billie Horton,457 Tongliao Loop,Bursa,222,56254,880756161823.0,Inegl,97,Turkey
279,2,Dianne,Shelton,dianne.shelton@sakilacustomer.org,284,True,2006-02-14,1,Dianne Shelton,600 Bradford Street,East Azerbaidzan,514,96204,117592274996.0,Tabriz,46,Iran
280,2,Tracey,Barrett,tracey.barrett@sakilacustomer.org,285,True,2006-02-14,1,Tracey Barrett,1006 Santa Brbara dOeste Manor,Ondo & Ekiti,389,36229,85059738746.0,Owo,69,Nigeria
281,2,Leona,Obrien,leona.obrien@sakilacustomer.org,286,True,2006-02-14,1,Leona Obrien,1308 Sumy Loop,Fujian,175,30657,583021225407.0,Fuzhou,23,China
282,2,Jenny,Castro,jenny.castro@sakilacustomer.org,287,True,2006-02-14,1,Jenny Castro,1405 Chisinau Place,Ponce,411,8160,62781725285.0,Ponce,77,Puerto Rico
283,1,Felicia,Sutton,felicia.sutton@sakilacustomer.org,288,True,2006-02-14,1,Felicia Sutton,226 Halifax Street,Xinxiang,277,58492,790651020929.0,Korla,23,China
284,1,Sonia,Gregory,sonia.gregory@sakilacustomer.org,289,True,2006-02-14,1,Sonia Gregory,1279 Udine Parkway,Edo & Delta,69,75860,195003555232.0,Benin City,69,Nigeria
285,1,Miriam,Mckinney,miriam.mckinney@sakilacustomer.org,290,True,2006-02-14,1,Miriam Mckinney,1336 Benin City Drive,Shiga,386,46044,341242939532.0,Otsu,50,Japan
286,1,Velma,Lucas,velma.lucas@sakilacustomer.org,291,True,2006-02-14,1,Velma Lucas,1155 Liaocheng Place,Oyo & Osun,152,22650,558236142492.0,Effon-Alaiye,69,Nigeria
287,2,Becky,Miles,becky.miles@sakilacustomer.org,292,True,2006-02-14,1,Becky Miles,1993 Tabuk Lane,Tamil Nadu,522,64221,648482415405.0,Tambaram,44,India
288,1,Bobbie,Craig,bobbie.craig@sakilacustomer.org,293,True,2006-02-14,1,Bobbie Craig,86 Higashiosaka Lane,Guanajuato,563,33768,957128697225.0,Valle de Santiago,60,Mexico
